task,variant,fold,checkpoint,sha256
WBCIC_MI,B2_SCALE_COLLAPSE,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B2_SCALE_COLLAPSE/fold1/selected.pt,7f36ca82c5ff0785a1e18124f4eaf87e8980062c2ca3950765948fc45c1db3d7
WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B3_SINGLE_SPATIAL_BASIS/fold1/selected.pt,a4d5c3f428adaa892ffb0831c5159307f7cc7baa6428fa9e3c70567765972f48
WBCIC_MI,B4_ONE_STAGE_BACKEND,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B4_ONE_STAGE_BACKEND/fold1/selected.pt,e6e3e9010a044c6e6e961e8d8ebfb6faac5cf0a1695c05d560739ff23e48c65c
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold2_seed0_litebn/selected_best.pt,8cb100fba157c5220ae7a9313f7665d683cd96cb315fefd0ce8e3314fc73eb01
WBCIC_MI,B1_SAME_SCALE_63,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold2/selected.pt,6c1178343185f3cbebd0eab8fa1c0dcbc47f54c05e5eef316113612ea27b69bb
WBCIC_MI,B2_SCALE_COLLAPSE,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B2_SCALE_COLLAPSE/fold2/selected.pt,ec670d95e9c72f088e75fddedb91b2a13ef4a38ccc8b7c2354b3a30650c9f98e
WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B3_SINGLE_SPATIAL_BASIS/fold2/selected.pt,48105f0938314a2d2595372595c58f9ac4ec7af1cd82ab4a8e2f160af6b83370
WBCIC_MI,B4_ONE_STAGE_BACKEND,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B4_ONE_STAGE_BACKEND/fold2/selected.pt,7d5fc0fede9c728950e14fd8f948084cd0e0380b6a1f5c66d6a0ada9cbbc7b10
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold3_seed0_litebn/selected_best.pt,9d4e6a2babb8d1b0febca64f5944319c3612f2c442c3580084d43f33c600f614
WBCIC_MI,B1_SAME_SCALE_63,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold3/selected.pt,b876be2a2bb4b09b1ca87b8270a944830e77665cea9dc73c45edea78a7be573c
WBCIC_MI,B2_SCALE_COLLAPSE,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B2_SCALE_COLLAPSE/fold3/selected.pt,1c1e1e36fff030cd3e169ec91b11dccf4050411c31b3e91c85156a84b31eef98
WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B3_SINGLE_SPATIAL_BASIS/fold3/selected.pt,d640e10fd10d943f2ce32acfffaf70d47b32c81f7d4106c9fcd7f7028ee38add
WBCIC_MI,B4_ONE_STAGE_BACKEND,3,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B4_ONE_STAGE_BACKEND/fold3/selected.pt,9c6e37ebe3ebc6d151bd7e5f8d33e379c473401abbe85102c350b1f3799a370a
WBCIC_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold4_seed0_litebn/selected_best.pt,e9cce7a3ca4470c9727670a3135261acc7fa07a811d48ba5a7b74c44442b0807
WBCIC_MI,B1_SAME_SCALE_63,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B1_SAME_SCALE_63/fold4/selected.pt,dfee101b397691659a5901ad19aafde90f468a84b2c48efc31f8d08da7bf2250
WBCIC_MI,B2_SCALE_COLLAPSE,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B2_SCALE_COLLAPSE/fold4/selected.pt,8e3ddc3a9b2d2ee00e2e10a4bfa6841e31d1d81f1a8d48626efb2be67bedec4a
WBCIC_MI,B3_SINGLE_SPATIAL_BASIS,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B3_SINGLE_SPATIAL_BASIS/fold4/selected.pt,09184bc6cfabdb4ed50a77e19c0121df5d66cbb466c727e68e92d6251772d7a5
WBCIC_MI,B4_ONE_STAGE_BACKEND,4,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/WBCIC_MI/B4_ONE_STAGE_BACKEND/fold4/selected.pt,a01b0293ce980ade2bb9b375d047ec0596b66f8ad2f2d9a72e7fb05400457530
