benchmark,family_id,method_id,subjects,mean_subject_BA,mean_subject_NLL,Delta_BA,positive_subject_fraction,nonnegative_subject_fraction,harmful_subject_fraction,worst_subject_delta,p10_subject_delta,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E2_HISTORY_RESIDUAL50,12,0.785,0.3998712332559608,-0.0287499999999999,0.25,0.5,0.5,-0.19,-0.0949999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E0_HISTORY_RESIDUAL50,12,0.7845833333333333,0.4003497554868064,-0.0291666666666666,0.3333333333333333,0.4166666666666667,0.5833333333333334,-0.19,-0.0859999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_STAGED_BANK_K4,MULTISCALE_TCN_STAGED_BANK_K4__E1_HISTORY_RESIDUAL50,12,0.7824999999999999,0.4031342649272502,-0.0312499999999999,0.25,0.3333333333333333,0.6666666666666666,-0.195,-0.0949999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_GENERIC_BLEND50,12,0.81625,0.3938183249534965,0.0024999999999999,0.5,0.6666666666666666,0.3333333333333333,-0.0649999999999999,-0.015,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,12,0.8129166666666667,0.388369964655663,-0.0008333333333333,0.3333333333333333,0.5,0.5,-0.06,-0.034,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__FEATURE_HEAD_BLEND50,12,0.8108333333333334,0.3777844536470116,-0.0029166666666666,0.5833333333333334,0.5833333333333334,0.4166666666666667,-0.06,-0.039,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_GENERIC_BLEND50,12,0.8108333333333334,0.4094208072899419,-0.0029166666666666,0.3333333333333333,0.5,0.5,-0.0649999999999999,-0.034,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_GENERIC_BLEND50,12,0.8108333333333334,0.4102245943699146,-0.0029166666666666,0.3333333333333333,0.5,0.5,-0.0649999999999999,-0.034,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_GENERIC_BLEND50,12,0.8104166666666668,0.3898791124259828,-0.0033333333333333,0.3333333333333333,0.4166666666666667,0.5833333333333334,-0.0649999999999999,-0.034,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_HISTORY_RESIDUAL50,12,0.7920833333333334,0.3946925565030685,-0.0216666666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,-0.14,-0.1114999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_HISTORY_RESIDUAL50,12,0.7787499999999999,0.4033999389252931,-0.0349999999999999,0.25,0.3333333333333333,0.6666666666666666,-0.2199999999999999,-0.09,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_HISTORY_RESIDUAL50,12,0.7720833333333332,0.4177077507487335,-0.0416666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.21,-0.1415,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8,MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_HISTORY_RESIDUAL50,12,0.7720833333333332,0.4184401380259604,-0.0416666666666666,0.25,0.3333333333333333,0.6666666666666666,-0.21,-0.1365,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__TAIL3_BLEND50,12,0.8133333333333334,0.3913480432124974,-0.0004166666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,-0.0649999999999999,-0.0429999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__TAIL3_DELTA50,12,0.8125,0.3785514742070625,-0.00125,0.4166666666666667,0.6666666666666666,0.3333333333333333,-0.04,-0.014,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__FULL1_BLEND50,12,0.8125,0.388682250236489,-0.00125,0.4166666666666667,0.5833333333333334,0.4166666666666667,-0.0649999999999999,-0.0295,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__FULL1_DELTA50,12,0.8116666666666666,0.3760903446017821,-0.0020833333333333,0.1666666666666666,0.5833333333333334,0.4166666666666667,-0.01,-0.0095,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__HEAD4_BLEND50,12,0.8108333333333334,0.3925277714704012,-0.0029166666666666,0.5,0.5833333333333334,0.4166666666666667,-0.07,-0.0384999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__RAW_FOMAML_MULTISCALE_BANK,RAW_FOMAML_MULTISCALE_BANK__HEAD4_DELTA50,12,0.8095833333333333,0.379870737517429,-0.0041666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.045,-0.019,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB068__MULTISCALE_TCN_STAGED_BANK_K4__E0_GENERIC_BLEND50,12,0.8229166666666665,0.3819654096690758,0.0091666666666666,0.5833333333333334,0.75,0.25,-0.0349999999999999,-0.0094999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB074__MULTISCALE_TCN_STAGED_BANK_K4__E2_GENERIC_BLEND50,12,0.8220833333333332,0.3816983901184496,0.0083333333333333,0.5833333333333334,0.75,0.25,-0.0349999999999999,-0.0145,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB071__MULTISCALE_TCN_STAGED_BANK_K4__E1_GENERIC_BLEND50,12,0.8216666666666667,0.3844206074401081,0.0079166666666666,0.5,0.6666666666666666,0.3333333333333333,-0.0349999999999999,-0.019,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB082__MULTISCALE_TCN_STAGED_BANK_K4__POPULATION_BLEND50,12,0.8204166666666666,0.3780832012974493,0.0066666666666666,0.5833333333333334,0.75,0.25,-0.0349999999999999,-0.028,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB077__MULTISCALE_TCN_STAGED_BANK_K4__E3_GENERIC_BLEND50,12,0.8195833333333334,0.3768813688256609,0.0058333333333333,0.5,0.6666666666666666,0.3333333333333333,-0.0349999999999999,-0.019,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB058__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E2_GENERIC_BLEND50,12,0.81625,0.3938183249534964,0.0024999999999999,0.5,0.6666666666666666,0.3333333333333333,-0.0649999999999999,-0.015,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB032__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,12,0.8141666666666666,0.3797100244179094,0.0004166666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.03,-0.0145,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB084__NORM_HYPER_MI_SPECIFIC_K4_R4__E0_RESIDUAL50,12,0.8141666666666666,0.3810583085101279,0.0004166666666666,0.3333333333333333,0.4166666666666667,0.5833333333333334,-0.0399999999999999,-0.024,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB113__SPD_TRANSPORT_K4_P8_D16__E2_RESIDUAL50,12,0.8137499999999999,0.3803820989374871,9.251858538542969e-18,0.3333333333333333,0.5833333333333334,0.4166666666666667,-0.015,-0.0145,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB109__SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,12,0.8137499999999999,0.3805890650958161,9.251858538542969e-18,0.4166666666666667,0.5,0.5,-0.015,-0.0095,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB115__SPD_TRANSPORT_K4_P8_D16__E3_RESIDUAL50,12,0.8137499999999999,0.3803759168830457,0.0,0.3333333333333333,0.5,0.5,-0.015,-0.01,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB092__RAW_ENCODER_FINETUNE_BANK__ADABN_RESIDUAL50,12,0.8133333333333334,0.3787022526327255,-0.0004166666666666,0.3333333333333333,0.75,0.25,-0.02,-0.0095,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB106__RAW_FOMAML_MULTISCALE_BANK__TAIL3_BLEND50,12,0.8133333333333334,0.3913480432124975,-0.0004166666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,-0.0649999999999999,-0.0429999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB066__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__POPULATION_BLEND50,12,0.8129166666666667,0.388369964655663,-0.0008333333333333,0.3333333333333333,0.5,0.5,-0.06,-0.034,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB086__NORM_HYPER_MI_SPECIFIC_K4_R4__E1_RESIDUAL50,12,0.8129166666666667,0.3827545374249234,-0.0008333333333333,0.25,0.3333333333333333,0.6666666666666666,-0.0399999999999999,-0.0195,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB111__SPD_TRANSPORT_K4_P8_D16__E1_RESIDUAL50,12,0.8129166666666666,0.3803415144959285,-0.0008333333333333,0.25,0.5833333333333334,0.4166666666666667,-0.025,-0.014,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB100__RAW_FOMAML_MULTISCALE_BANK__FULL1_BLEND50,12,0.8125,0.388682250236489,-0.00125,0.4166666666666667,0.5833333333333334,0.4166666666666667,-0.0649999999999999,-0.0295,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB080__MULTISCALE_TCN_STAGED_BANK_K4__FEATURE_HEAD_BLEND50,12,0.8125,0.3766575544419251,-0.00125,0.4166666666666667,0.5,0.5,-0.04,-0.0245,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB107__RAW_FOMAML_MULTISCALE_BANK__TAIL3_DELTA50,12,0.8125,0.3785514742070625,-0.00125,0.4166666666666667,0.6666666666666666,0.3333333333333333,-0.04,-0.014,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB026__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,12,0.8120833333333333,0.3780744102635857,-0.0016666666666666,0.25,0.6666666666666666,0.3333333333333333,-0.025,-0.0195,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB088__NORM_HYPER_MI_SPECIFIC_K4_R4__E2_RESIDUAL50,12,0.8116666666666665,0.3821919147194733,-0.0020833333333333,0.25,0.3333333333333333,0.6666666666666666,-0.0449999999999999,-0.0295,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB096__RAW_ENCODER_FINETUNE_BANK__HEAD_RESIDUAL50,12,0.8116666666666665,0.3859088627215781,-0.0020833333333333,0.4166666666666667,0.5833333333333334,0.4166666666666667,-0.02,-0.01,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB094__RAW_ENCODER_FINETUNE_BANK__FULL_RESIDUAL50,12,0.8116666666666665,0.3795471176956866,-0.0020833333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.0249999999999999,-0.0145,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB055__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E1_GENERIC_BLEND50,12,0.8108333333333334,0.409420807289942,-0.0029166666666666,0.3333333333333333,0.5,0.5,-0.0649999999999999,-0.034,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB028__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_RESIDUAL50,12,0.8108333333333334,0.3783984443546446,-0.0029166666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,-0.025,-0.0195,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB064__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__FEATURE_HEAD_BLEND50,12,0.8108333333333334,0.3777844536470116,-0.0029166666666666,0.5833333333333334,0.5833333333333334,0.4166666666666667,-0.06,-0.039,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB103__RAW_FOMAML_MULTISCALE_BANK__HEAD4_BLEND50,12,0.8108333333333334,0.3925277714704012,-0.0029166666666666,0.5,0.5833333333333334,0.4166666666666667,-0.07,-0.0384999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB061__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E3_GENERIC_BLEND50,12,0.8108333333333334,0.4102245943699147,-0.0029166666666666,0.3333333333333333,0.5,0.5,-0.0649999999999999,-0.034,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB034__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,12,0.8108333333333332,0.3801756196523713,-0.0029166666666666,0.3333333333333333,0.5,0.5,-0.03,-0.024,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB052__MULTISCALE_TCN_LR_STAGED_BANK_K4_R8__E0_GENERIC_BLEND50,12,0.8104166666666668,0.3898791124259828,-0.0033333333333333,0.3333333333333333,0.4166666666666667,0.5833333333333334,-0.0649999999999999,-0.034,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB024__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_RESIDUAL50,12,0.8104166666666667,0.3765326491384615,-0.0033333333333333,0.25,0.5,0.5,-0.0200000000000001,-0.0150000000000001,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB104__RAW_FOMAML_MULTISCALE_BANK__HEAD4_DELTA50,12,0.8095833333333333,0.379870737517429,-0.0041666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.045,-0.019,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB030__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,12,0.8095833333333332,0.3775159983186111,-0.0041666666666666,0.4166666666666667,0.5833333333333334,0.4166666666666667,-0.025,-0.0195000000000001,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB008__META_SGD_CONFORMER_NORM_K4__E0_BLEND50,12,0.8079166666666667,0.3927006278560429,-0.0058333333333333,0.4166666666666667,0.4166666666666667,0.5833333333333334,-0.05,-0.0295,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB020__META_SGD_MI_SPECIFIC_K4__E2_BLEND50,12,0.8062499999999999,0.3867955560081729,-0.0075,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.055,-0.0295,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB014__META_SGD_CONFORMER_NORM_K4__E3_BLEND50,12,0.8058333333333332,0.4056799157813689,-0.0079166666666666,0.5833333333333334,0.5833333333333334,0.4166666666666667,-0.135,-0.029,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB012__META_SGD_CONFORMER_NORM_K4__E2_BLEND50,12,0.8058333333333332,0.4033376437468334,-0.0079166666666666,0.5833333333333334,0.5833333333333334,0.4166666666666667,-0.12,-0.0335,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB038__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,12,0.8045833333333334,0.3809560960026102,-0.0091666666666666,0.3333333333333333,0.4166666666666667,0.5833333333333334,-0.045,-0.0339999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB022__META_SGD_MI_SPECIFIC_K4__E3_BLEND50,12,0.8041666666666667,0.3878437578872951,-0.0095833333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.08,-0.0345,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB018__META_SGD_MI_SPECIFIC_K4__E1_BLEND50,12,0.80375,0.3871027995259335,-0.0099999999999999,0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.0799999999999999,-0.0244999999999999,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB090__NORM_HYPER_MI_SPECIFIC_K4_R4__E3_RESIDUAL50,12,0.8037499999999999,0.3826223018556934,-0.01,0.25,0.3333333333333333,0.6666666666666666,-0.045,-0.0395,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB058__RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,18,0.8588888888888889,0.33020181470331145,0.007222222222222235,0.6111111111111112,0.7222222222222222,0.2777777777777778,-0.039999999999999925,-0.01300000000000001,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB044__NORM_HYPER_MI_SPECIFIC_K4_R4__E2_RESIDUAL50,18,0.8583333333333334,0.3476489553391342,0.006666666666666678,0.5,0.6111111111111112,0.3888888888888889,-0.039999999999999925,-0.018999999999999947,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB032__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,18,0.8566666666666667,0.3304555332501918,0.0050000000000000044,0.5,0.6666666666666666,0.3333333333333333,-0.019999999999999907,-0.010000000000000042,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB060__RAW_ENCODER_FINETUNE_BANK__TAIL_SLOW_RESIDUAL50,18,0.8561111111111112,0.3391482499170899,0.004444444444444455,0.5555555555555556,0.7777777777777778,0.2222222222222222,-0.050000000000000044,-0.01599999999999998,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB046__NORM_HYPER_MI_SPECIFIC_K4_R4__E3_RESIDUAL50,18,0.8561111111111109,0.3472917176377474,0.004444444444444461,0.4444444444444444,0.5,0.5,-0.029999999999999916,-0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB050__RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,18,0.8555555555555556,0.33499761753648244,0.0038888888888888922,0.4444444444444444,0.7222222222222222,0.2777777777777778,-0.04999999999999993,-0.02599999999999994,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB034__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,18,0.8555555555555555,0.33255065859689825,0.003888888888888886,0.4444444444444444,0.5555555555555556,0.4444444444444444,-0.029999999999999916,-0.013000000000000053,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB036__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,18,0.8555555555555555,0.33765479701930906,0.003888888888888886,0.4444444444444444,0.6111111111111112,0.3888888888888889,-0.020000000000000018,-0.020000000000000018,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB066__SPD_TRANSPORT_K4_P8_D16__E2_RESIDUAL50,18,0.8550000000000001,0.33926900078960487,0.003333333333333336,0.3333333333333333,0.8888888888888888,0.1111111111111111,-0.010000000000000009,-0.0029999999999999675,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB064__SPD_TRANSPORT_K4_P8_D16__E1_RESIDUAL50,18,0.855,0.3385515557302915,0.003333333333333336,0.3888888888888889,0.8333333333333334,0.16666666666666666,-0.010000000000000009,-0.00999999999999993,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB062__SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,18,0.855,0.33920614187369447,0.003333333333333336,0.3888888888888889,0.8333333333333334,0.16666666666666666,-0.010000000000000009,-0.00999999999999993,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB054__RAW_ENCODER_FINETUNE_BANK__HEAD_LONG_RESIDUAL50,18,0.8544444444444445,0.3402442557924729,0.0027777777777777866,0.4444444444444444,0.7222222222222222,0.2777777777777778,-0.040000000000000036,-0.01300000000000001,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB068__SPD_TRANSPORT_K4_P8_D16__E3_RESIDUAL50,18,0.8538888888888889,0.3375773962713262,0.0022222222222222244,0.2777777777777778,0.8333333333333334,0.16666666666666666,-0.010000000000000009,-0.00999999999999993,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB056__RAW_ENCODER_FINETUNE_BANK__HEAD_SHORT_RESIDUAL50,18,0.8538888888888888,0.3381955302837455,0.0022222222222222365,0.3888888888888889,0.7222222222222222,0.2777777777777778,-0.040000000000000036,-0.01300000000000001,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB052__RAW_ENCODER_FINETUNE_BANK__FULL_SLOW_RESIDUAL50,18,0.8527777777777777,0.34504817456992853,0.0011111111111111367,0.4444444444444444,0.7777777777777778,0.2222222222222222,-0.050000000000000044,-0.012999999999999932,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB040__NORM_HYPER_MI_SPECIFIC_K4_R4__E0_RESIDUAL50,18,0.8516666666666666,0.35353691247878594,6.1679056923619804e-18,0.3888888888888889,0.4444444444444444,0.5555555555555556,-0.07999999999999996,-0.02999999999999995,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB038__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,18,0.8511111111111112,0.3457522086667066,-0.0005555555555555499,0.2777777777777778,0.3888888888888889,0.6111111111111112,-0.030000000000000027,-0.022999999999999986,False
