dataset,fold,model,meta_fold,subject_id,delta_future_loss,positive_harm,harmed,pseudo_future_role
OpenBMI,3,M2,0,10,0.0032958388328552246,0.0032958388328552246,True,True
OpenBMI,3,M2,0,13,-0.00036782026290893555,0.0,False,True
OpenBMI,3,M2,0,19,-0.0006216764450073242,0.0,False,True
OpenBMI,3,M2,0,25,-0.0012456774711608887,0.0,False,True
OpenBMI,3,M2,0,33,0.0004864335060119629,0.0004864335060119629,True,True
OpenBMI,3,M2,0,44,1.6450881958007812e-05,1.6450881958007812e-05,True,True
OpenBMI,3,M2,1,14,0.0015756487846374512,0.0015756487846374512,True,True
OpenBMI,3,M2,1,18,-9.793415665626526e-05,0.0,False,True
OpenBMI,3,M2,1,29,-0.0027210116386413574,0.0,False,True
OpenBMI,3,M2,1,34,0.001982569694519043,0.001982569694519043,True,True
OpenBMI,3,M2,1,42,0.0004275292158126831,0.0004275292158126831,True,True
OpenBMI,3,M2,1,48,0.0005306005477905273,0.0005306005477905273,True,True
OpenBMI,3,M2,1,49,7.064267992973328e-05,7.064267992973328e-05,True,True
OpenBMI,3,M2,2,3,-0.0004858076572418213,0.0,False,True
OpenBMI,3,M2,2,4,0.0008570253849029541,0.0008570253849029541,True,True
OpenBMI,3,M2,2,8,-0.00011884421110153198,0.0,False,True
OpenBMI,3,M2,2,37,-4.749000072479248e-05,0.0,False,True
OpenBMI,3,M2,2,39,-0.00019277632236480713,0.0,False,True
OpenBMI,3,M2,2,45,0.0017642974853515625,0.0017642974853515625,True,True
OpenBMI,3,M2,2,47,0.0002323836088180542,0.0002323836088180542,True,True
OpenBMI,3,M2,3,11,0.00026541948318481445,0.00026541948318481445,True,True
OpenBMI,3,M2,3,12,-0.0009676516056060791,0.0,False,True
OpenBMI,3,M2,3,26,6.984733045101166e-05,6.984733045101166e-05,True,True
OpenBMI,3,M2,3,30,-0.0004086494445800781,0.0,False,True
OpenBMI,3,M2,3,50,-0.000690460205078125,0.0,False,True
OpenBMI,3,M2,3,53,0.0005003213882446289,0.0005003213882446289,True,True
OpenBMI,3,M2,3,54,0.0009030997753143311,0.0009030997753143311,True,True
OpenBMI,3,M2,4,1,-8.611101657152176e-05,0.0,False,True
OpenBMI,3,M2,4,2,-0.00014159828424453735,0.0,False,True
OpenBMI,3,M2,4,5,-5.108863115310669e-05,0.0,False,True
OpenBMI,3,M2,4,6,-0.0015813708305358887,0.0,False,True
OpenBMI,3,M2,4,32,0.0008631646633148193,0.0008631646633148193,True,True
OpenBMI,3,M2,4,40,0.003572404384613037,0.003572404384613037,True,True
OpenBMI,4,M0,0,16,-0.002094268798828125,0.0,False,True
OpenBMI,4,M0,0,18,-0.0008869171142578125,0.0,False,True
OpenBMI,4,M0,0,20,0.0013459622859954834,0.0013459622859954834,True,True
OpenBMI,4,M0,0,38,0.00012823939323425293,0.00012823939323425293,True,True
OpenBMI,4,M0,0,42,0.0011774897575378418,0.0011774897575378418,True,True
OpenBMI,4,M0,0,51,0.001123279333114624,0.001123279333114624,True,True
OpenBMI,4,M0,0,54,0.0025524497032165527,0.0025524497032165527,True,True
OpenBMI,4,M0,1,2,0.00013041123747825623,0.00013041123747825623,True,True
OpenBMI,4,M0,1,6,0.0004569888114929199,0.0004569888114929199,True,True
OpenBMI,4,M0,1,13,0.0002281293272972107,0.0002281293272972107,True,True
OpenBMI,4,M0,1,22,0.00045574456453323364,0.00045574456453323364,True,True
OpenBMI,4,M0,1,27,0.000209808349609375,0.000209808349609375,True,True
OpenBMI,4,M0,1,34,-0.0004852414131164551,0.0,False,True
OpenBMI,4,M0,1,43,-0.0035970211029052734,0.0,False,True
OpenBMI,4,M0,2,14,0.0017480552196502686,0.0017480552196502686,True,True
OpenBMI,4,M0,2,15,-0.0020703673362731934,0.0,False,True
OpenBMI,4,M0,2,21,-0.002405703067779541,0.0,False,True
OpenBMI,4,M0,2,25,0.005703091621398926,0.005703091621398926,True,True
OpenBMI,4,M0,2,29,-0.0025730133056640625,0.0,False,True
OpenBMI,4,M0,2,33,-0.0068444013595581055,0.0,False,True
OpenBMI,4,M0,2,44,0.002974212169647217,0.002974212169647217,True,True
OpenBMI,4,M0,3,7,-0.005105316638946533,0.0,False,True
OpenBMI,4,M0,3,10,-0.001702725887298584,0.0,False,True
OpenBMI,4,M0,3,17,-9.657442569732666e-05,0.0,False,True
OpenBMI,4,M0,3,19,0.005815744400024414,0.005815744400024414,True,True
OpenBMI,4,M0,3,35,-2.1569430828094482e-06,0.0,False,True
OpenBMI,4,M0,3,36,-0.0005011036992073059,0.0,False,True
OpenBMI,4,M0,3,45,-0.0022395849227905273,0.0,False,True
OpenBMI,4,M0,4,1,-0.001109585165977478,0.0,False,True
OpenBMI,4,M0,4,4,-0.00012102723121643066,0.0,False,True
OpenBMI,4,M0,4,5,-0.00013631582260131836,0.0,False,True
OpenBMI,4,M0,4,26,-0.00014165043830871582,0.0,False,True
OpenBMI,4,M0,4,48,0.0005494914948940277,0.0005494914948940277,True,True
OpenBMI,4,M0,4,50,-0.0010254979133605957,0.0,False,True
OpenBMI,4,M0,4,52,0.0004179030656814575,0.0004179030656814575,True,True
OpenBMI,4,M1,0,16,-0.002642035484313965,0.0,False,True
OpenBMI,4,M1,0,18,-0.0002659261226654053,0.0,False,True
OpenBMI,4,M1,0,20,0.0010964050889015198,0.0010964050889015198,True,True
OpenBMI,4,M1,0,38,0.00010564923286437988,0.00010564923286437988,True,True
OpenBMI,4,M1,0,42,0.0009622573852539062,0.0009622573852539062,True,True
OpenBMI,4,M1,0,51,0.0012216567993164062,0.0012216567993164062,True,True
OpenBMI,4,M1,0,54,0.0026641488075256348,0.0026641488075256348,True,True
OpenBMI,4,M1,1,2,5.338713526725769e-05,5.338713526725769e-05,True,True
OpenBMI,4,M1,1,6,0.0014575719833374023,0.0014575719833374023,True,True
OpenBMI,4,M1,1,13,-0.0007177889347076416,0.0,False,True
OpenBMI,4,M1,1,22,0.0002685636281967163,0.0002685636281967163,True,True
OpenBMI,4,M1,1,27,0.0006551444530487061,0.0006551444530487061,True,True
OpenBMI,4,M1,1,34,0.00014662742614746094,0.00014662742614746094,True,True
OpenBMI,4,M1,1,43,-0.0013889074325561523,0.0,False,True
OpenBMI,4,M1,2,14,0.0014363080263137817,0.0014363080263137817,True,True
OpenBMI,4,M1,2,15,-0.00029781460762023926,0.0,False,True
OpenBMI,4,M1,2,21,-0.001410558819770813,0.0,False,True
OpenBMI,4,M1,2,25,0.004925251007080078,0.004925251007080078,True,True
OpenBMI,4,M1,2,29,-0.0015320181846618652,0.0,False,True
OpenBMI,4,M1,2,33,-0.005520075559616089,0.0,False,True
OpenBMI,4,M1,2,44,0.0010654926300048828,0.0010654926300048828,True,True
OpenBMI,4,M1,3,7,-0.0016582608222961426,0.0,False,True
OpenBMI,4,M1,3,10,0.00020301342010498047,0.00020301342010498047,True,True
OpenBMI,4,M1,3,17,-0.00016294419765472412,0.0,False,True
OpenBMI,4,M1,3,19,0.0011070966720581055,0.0011070966720581055,True,True
OpenBMI,4,M1,3,35,-0.00012584403157234192,0.0,False,True
OpenBMI,4,M1,3,36,-0.00011529400944709778,0.0,False,True
OpenBMI,4,M1,3,45,0.0001270771026611328,0.0001270771026611328,True,True
OpenBMI,4,M1,4,1,-2.8796494007110596e-05,0.0,False,True
OpenBMI,4,M1,4,4,0.00035181641578674316,0.00035181641578674316,True,True
OpenBMI,4,M1,4,5,0.00014981627464294434,0.00014981627464294434,True,True
OpenBMI,4,M1,4,26,0.00020537152886390686,0.00020537152886390686,True,True
OpenBMI,4,M1,4,48,0.0004716627299785614,0.0004716627299785614,True,True
OpenBMI,4,M1,4,50,0.00023087859153747559,0.00023087859153747559,True,True
OpenBMI,4,M1,4,52,0.00036704540252685547,0.00036704540252685547,True,True
OpenBMI,4,M2,0,16,-0.004279226064682007,0.0,False,True
OpenBMI,4,M2,0,18,-0.0016131401062011719,0.0,False,True
OpenBMI,4,M2,0,20,0.0015934482216835022,0.0015934482216835022,True,True
OpenBMI,4,M2,0,38,-0.0008051842451095581,0.0,False,True
OpenBMI,4,M2,0,42,0.0011343657970428467,0.0011343657970428467,True,True
OpenBMI,4,M2,0,51,0.0022531747817993164,0.0022531747817993164,True,True
OpenBMI,4,M2,0,54,0.0038155019283294678,0.0038155019283294678,True,True
OpenBMI,4,M2,1,2,0.00012635067105293274,0.00012635067105293274,True,True
OpenBMI,4,M2,1,6,0.002239048480987549,0.002239048480987549,True,True
OpenBMI,4,M2,1,13,-0.0013175085186958313,0.0,False,True
OpenBMI,4,M2,1,22,0.0007251352071762085,0.0007251352071762085,True,True
OpenBMI,4,M2,1,27,-0.0011070072650909424,0.0,False,True
OpenBMI,4,M2,1,34,-0.0015067458152770996,0.0,False,True
OpenBMI,4,M2,1,43,-0.0053324103355407715,0.0,False,True
OpenBMI,4,M2,2,14,0.0019044503569602966,0.0019044503569602966,True,True
OpenBMI,4,M2,2,15,-0.003080010414123535,0.0,False,True
OpenBMI,4,M2,2,21,-0.003931477665901184,0.0,False,True
OpenBMI,4,M2,2,25,0.008930206298828125,0.008930206298828125,True,True
OpenBMI,4,M2,2,29,-0.00540006160736084,0.0,False,True
OpenBMI,4,M2,2,33,-0.010343074798583984,0.0,False,True
OpenBMI,4,M2,2,44,0.0014699697494506836,0.0014699697494506836,True,True
OpenBMI,4,M2,3,7,-0.006285607814788818,0.0,False,True
OpenBMI,4,M2,3,10,-0.004944980144500732,0.0,False,True
OpenBMI,4,M2,3,17,-6.183236837387085e-05,0.0,False,True
OpenBMI,4,M2,3,19,0.003012537956237793,0.003012537956237793,True,True
OpenBMI,4,M2,3,35,-4.459172487258911e-06,0.0,False,True
OpenBMI,4,M2,3,36,-0.00045371800661087036,0.0,False,True
OpenBMI,4,M2,3,45,-0.00266420841217041,0.0,False,True
OpenBMI,4,M2,4,1,-0.00032146647572517395,0.0,False,True
OpenBMI,4,M2,4,4,8.876621723175049e-05,8.876621723175049e-05,True,True
OpenBMI,4,M2,4,5,-0.0006205961108207703,0.0,False,True
OpenBMI,4,M2,4,26,-4.9173831939697266e-06,0.0,False,True
OpenBMI,4,M2,4,48,0.0008040778338909149,0.0008040778338909149,True,True
OpenBMI,4,M2,4,50,-0.002454102039337158,0.0,False,True
OpenBMI,4,M2,4,52,0.0004491358995437622,0.0004491358995437622,True,True
WBCIC,0,M0,0,26,2.4922192096710205e-05,2.4922192096710205e-05,True,True
WBCIC,0,M0,0,34,0.0003943443298339844,0.0003943443298339844,True,True
WBCIC,0,M0,0,38,0.001165151596069336,0.001165151596069336,True,True
WBCIC,0,M0,0,42,0.00028261542320251465,0.00028261542320251465,True,True
WBCIC,0,M0,0,48,-0.0004735589027404785,0.0,False,True
WBCIC,0,M0,1,9,-0.00024649500846862793,0.0,False,True
WBCIC,0,M0,1,22,-7.030367851257324e-05,0.0,False,True
WBCIC,0,M0,1,23,1.7724931240081787e-05,1.7724931240081787e-05,True,True
WBCIC,0,M0,1,47,-6.592273712158203e-05,0.0,False,True
WBCIC,0,M0,1,50,1.8630176782608032e-05,1.8630176782608032e-05,True,True
WBCIC,0,M0,2,14,9.059906005859375e-06,9.059906005859375e-06,True,True
WBCIC,0,M0,2,17,0.0002265647053718567,0.0002265647053718567,True,True
WBCIC,0,M0,2,29,-0.00017377734184265137,0.0,False,True
WBCIC,0,M0,2,31,6.682053208351135e-05,6.682053208351135e-05,True,True
WBCIC,0,M0,2,41,-3.2885000109672546e-06,0.0,False,True
WBCIC,0,M0,3,7,-0.00041228532791137695,0.0,False,True
WBCIC,0,M0,3,24,4.9591064453125e-05,4.9591064453125e-05,True,True
WBCIC,0,M0,3,25,-2.705492079257965e-06,0.0,False,True
WBCIC,0,M0,3,32,-2.796947956085205e-05,0.0,False,True
WBCIC,0,M0,3,35,-0.00017303228378295898,0.0,False,True
WBCIC,0,M0,4,6,0.00010932981967926025,0.00010932981967926025,True,True
WBCIC,0,M0,4,12,-0.0003739595413208008,0.0,False,True
WBCIC,0,M0,4,30,-2.954155206680298e-05,0.0,False,True
WBCIC,0,M0,4,49,3.732740879058838e-06,3.732740879058838e-06,True,True
WBCIC,0,M1,0,26,3.547780215740204e-05,3.547780215740204e-05,True,True
WBCIC,0,M1,0,34,0.0004583597183227539,0.0004583597183227539,True,True
WBCIC,0,M1,0,38,0.0020176172256469727,0.0020176172256469727,True,True
WBCIC,0,M1,0,42,0.00033248960971832275,0.00033248960971832275,True,True
WBCIC,0,M1,0,48,-0.00018554925918579102,0.0,False,True
WBCIC,0,M1,1,9,0.00024837255477905273,0.00024837255477905273,True,True
WBCIC,0,M1,1,22,-0.000179976224899292,0.0,False,True
WBCIC,0,M1,1,23,-7.387250661849976e-06,0.0,False,True
WBCIC,0,M1,1,47,0.00010366737842559814,0.00010366737842559814,True,True
WBCIC,0,M1,1,50,-3.783777356147766e-05,0.0,False,True
WBCIC,0,M1,2,14,-4.2047351598739624e-05,0.0,False,True
WBCIC,0,M1,2,17,0.0002835281193256378,0.0002835281193256378,True,True
WBCIC,0,M1,2,29,-0.00014160573482513428,0.0,False,True
WBCIC,0,M1,2,31,7.019937038421631e-05,7.019937038421631e-05,True,True
WBCIC,0,M1,2,41,-6.463378667831421e-06,0.0,False,True
WBCIC,0,M1,3,7,-0.0003911256790161133,0.0,False,True
WBCIC,0,M1,3,24,0.0002607107162475586,0.0002607107162475586,True,True
WBCIC,0,M1,3,25,-2.3189932107925415e-07,0.0,False,True
WBCIC,0,M1,3,32,-6.874650716781616e-05,0.0,False,True
WBCIC,0,M1,3,35,-6.604194641113281e-05,0.0,False,True
WBCIC,0,M1,4,6,0.0003798156976699829,0.0003798156976699829,True,True
WBCIC,0,M1,4,12,-0.00010323524475097656,0.0,False,True
WBCIC,0,M1,4,30,-5.866587162017822e-05,0.0,False,True
WBCIC,0,M1,4,49,-4.8667192459106445e-05,0.0,False,True
WBCIC,0,M2,0,26,2.162158489227295e-05,2.162158489227295e-05,True,True
WBCIC,0,M2,0,34,0.00035962462425231934,0.00035962462425231934,True,True
WBCIC,0,M2,0,38,0.002695739269256592,0.002695739269256592,True,True
WBCIC,0,M2,0,42,0.0002936944365501404,0.0002936944365501404,True,True
WBCIC,0,M2,0,48,-0.0011773109436035156,0.0,False,True
WBCIC,0,M2,1,9,0.00013616681098937988,0.00013616681098937988,True,True
WBCIC,0,M2,1,22,-0.0004203617572784424,0.0,False,True
WBCIC,0,M2,1,23,7.759779691696167e-06,7.759779691696167e-06,True,True
WBCIC,0,M2,1,47,0.00017729401588439941,0.00017729401588439941,True,True
WBCIC,0,M2,1,50,-6.821379065513611e-05,0.0,False,True
WBCIC,0,M2,2,14,-7.039681077003479e-05,0.0,False,True
WBCIC,0,M2,2,17,1.6197562217712402e-05,1.6197562217712402e-05,True,True
WBCIC,0,M2,2,29,-4.528462886810303e-05,0.0,False,True
WBCIC,0,M2,2,31,3.14563512802124e-05,3.14563512802124e-05,True,True
WBCIC,0,M2,2,41,-4.59747388958931e-06,0.0,False,True
WBCIC,0,M2,3,7,-0.00027751922607421875,0.0,False,True
WBCIC,0,M2,3,24,0.0001544356346130371,0.0001544356346130371,True,True
WBCIC,0,M2,3,25,-2.3469328880310059e-07,0.0,False,True
WBCIC,0,M2,3,32,-7.727742195129395e-05,0.0,False,True
WBCIC,0,M2,3,35,9.393692016601562e-05,9.393692016601562e-05,True,True
WBCIC,0,M2,4,6,0.0001811683177947998,0.0001811683177947998,True,True
WBCIC,0,M2,4,12,-0.00046122074127197266,0.0,False,True
WBCIC,0,M2,4,30,-0.00010967999696731567,0.0,False,True
WBCIC,0,M2,4,49,-3.41758131980896e-05,0.0,False,True
WBCIC,1,M0,0,3,-0.001004040241241455,0.0,False,True
WBCIC,1,M0,0,6,1.0631978511810303e-05,1.0631978511810303e-05,True,True
WBCIC,1,M0,0,30,2.6281923055648804e-06,2.6281923055648804e-06,True,True
WBCIC,1,M0,0,31,-2.527516335248947e-05,0.0,False,True
WBCIC,1,M0,0,32,-6.183981895446777e-05,0.0,False,True
WBCIC,1,M0,1,14,-6.8480148911476135e-06,0.0,False,True
WBCIC,1,M0,1,19,0.0009413957595825195,0.0009413957595825195,True,True
WBCIC,1,M0,1,37,-4.172325134277344e-05,0.0,False,True
WBCIC,1,M0,1,41,-6.534159183502197e-06,0.0,False,True
WBCIC,1,M0,1,47,-3.897771239280701e-05,0.0,False,True
WBCIC,1,M0,2,5,4.437565803527832e-05,4.437565803527832e-05,True,True
WBCIC,1,M0,2,7,-0.0006129145622253418,0.0,False,True
WBCIC,1,M0,2,23,4.061497747898102e-05,4.061497747898102e-05,True,True
WBCIC,1,M0,2,28,-0.0002796053886413574,0.0,False,True
WBCIC,1,M0,2,33,9.637326002120972e-06,9.637326002120972e-06,True,True
WBCIC,1,M0,3,1,3.3527612686157227e-05,3.3527612686157227e-05,True,True
WBCIC,1,M0,3,24,0.002639293670654297,0.002639293670654297,True,True
WBCIC,1,M0,3,38,1.8298625946044922e-05,1.8298625946044922e-05,True,True
WBCIC,1,M0,3,42,2.5324523448944092e-05,2.5324523448944092e-05,True,True
WBCIC,1,M0,3,50,1.4307908713817596e-05,1.4307908713817596e-05,True,True
WBCIC,1,M0,4,12,-6.079673767089844e-06,0.0,False,True
WBCIC,1,M0,4,16,-0.0001596212387084961,0.0,False,True
WBCIC,1,M0,4,17,-8.745118975639343e-05,0.0,False,True
WBCIC,1,M0,4,21,2.714991569519043e-05,2.714991569519043e-05,True,True
WBCIC,1,M0,4,48,-0.0001348257064819336,0.0,False,True
WBCIC,1,M1,0,3,-0.0002827942371368408,0.0,False,True
WBCIC,1,M1,0,6,-4.805624485015869e-07,0.0,False,True
WBCIC,1,M1,0,30,-8.292868733406067e-05,0.0,False,True
WBCIC,1,M1,0,31,-0.0002486109733581543,0.0,False,True
WBCIC,1,M1,0,32,-0.00013108551502227783,0.0,False,True
WBCIC,1,M1,1,14,-0.00016283243894577026,0.0,False,True
WBCIC,1,M1,1,19,-0.00037413835525512695,0.0,False,True
WBCIC,1,M1,1,37,-3.764033317565918e-05,0.0,False,True
WBCIC,1,M1,1,41,-4.472211003303528e-05,0.0,False,True
WBCIC,1,M1,1,47,-0.00022113323211669922,0.0,False,True
WBCIC,1,M1,2,5,-0.00016442686319351196,0.0,False,True
WBCIC,1,M1,2,7,-0.00024086236953735352,0.0,False,True
WBCIC,1,M1,2,23,-5.70639967918396e-05,0.0,False,True
WBCIC,1,M1,2,28,-0.00017096102237701416,0.0,False,True
WBCIC,1,M1,2,33,-0.00019650161266326904,0.0,False,True
WBCIC,1,M1,3,1,-0.00013446807861328125,0.0,False,True
WBCIC,1,M1,3,24,0.0006810426712036133,0.0006810426712036133,True,True
WBCIC,1,M1,3,38,-2.5033950805664062e-05,0.0,False,True
WBCIC,1,M1,3,42,-0.00021511316299438477,0.0,False,True
WBCIC,1,M1,3,50,-0.0001221969723701477,0.0,False,True
WBCIC,1,M1,4,12,6.783008575439453e-05,6.783008575439453e-05,True,True
WBCIC,1,M1,4,16,0.0001844167709350586,0.0001844167709350586,True,True
WBCIC,1,M1,4,17,-0.0005285292863845825,0.0,False,True
WBCIC,1,M1,4,21,-9.09566879272461e-05,0.0,False,True
WBCIC,1,M1,4,48,-0.0002785623073577881,0.0,False,True
WBCIC,1,M2,0,3,-0.00012052059173583984,0.0,False,True
WBCIC,1,M2,0,6,-0.00012969970703125,0.0,False,True
WBCIC,1,M2,0,30,-0.000133514404296875,0.0,False,True
WBCIC,1,M2,0,31,-0.00012379884719848633,0.0,False,True
WBCIC,1,M2,0,32,-0.00012135505676269531,0.0,False,True
WBCIC,1,M2,1,14,-0.00012731552124023438,0.0,False,True
WBCIC,1,M2,1,19,-3.826618194580078e-05,0.0,False,True
WBCIC,1,M2,1,37,-0.00012862682342529297,0.0,False,True
WBCIC,1,M2,1,41,-0.00012874603271484375,0.0,False,True
WBCIC,1,M2,1,47,-0.00013297796249389648,0.0,False,True
WBCIC,1,M2,2,5,-0.00013005733489990234,0.0,False,True
WBCIC,1,M2,2,7,-0.00012362003326416016,0.0,False,True
WBCIC,1,M2,2,23,-0.00012862682342529297,0.0,False,True
WBCIC,1,M2,2,28,-0.00012040138244628906,0.0,False,True
WBCIC,1,M2,2,33,-0.00013047456741333008,0.0,False,True
WBCIC,1,M2,3,1,-0.00012856721878051758,0.0,False,True
WBCIC,1,M2,3,24,-0.00012022256851196289,0.0,False,True
WBCIC,1,M2,3,38,-0.0001271963119506836,0.0,False,True
WBCIC,1,M2,3,42,-0.00012558698654174805,0.0,False,True
WBCIC,1,M2,3,50,-0.00012987852096557617,0.0,False,True
WBCIC,1,M2,4,12,-0.00013244152069091797,0.0,False,True
WBCIC,1,M2,4,16,-0.00012546777725219727,0.0,False,True
WBCIC,1,M2,4,17,-0.00012415647506713867,0.0,False,True
WBCIC,1,M2,4,21,-0.00012606382369995117,0.0,False,True
WBCIC,1,M2,4,48,-0.00012320280075073242,0.0,False,True
WBCIC,2,M0,0,13,-2.6907771825790405e-05,0.0,False,True
WBCIC,2,M0,0,17,-0.00041508302092552185,0.0,False,True
WBCIC,2,M0,0,27,-0.00025200843811035156,0.0,False,True
WBCIC,2,M0,0,32,-0.00028727948665618896,0.0,False,True
WBCIC,2,M0,0,33,6.109476089477539e-07,6.109476089477539e-07,True,True
WBCIC,2,M0,1,5,4.1835010051727295e-06,4.1835010051727295e-06,True,True
WBCIC,2,M0,1,14,-4.307739436626434e-05,0.0,False,True
WBCIC,2,M0,1,16,-0.0002675056457519531,0.0,False,True
WBCIC,2,M0,1,36,-9.352155029773712e-05,0.0,False,True
WBCIC,2,M0,1,47,-0.0006300210952758789,0.0,False,True
WBCIC,2,M0,2,3,4.4539570808410645e-05,4.4539570808410645e-05,True,True
WBCIC,2,M0,2,11,-4.459172487258911e-05,0.0,False,True
WBCIC,2,M0,2,19,-0.0005905628204345703,0.0,False,True
WBCIC,2,M0,2,37,-8.96453857421875e-05,0.0,False,True
WBCIC,2,M0,2,50,1.3052485883235931e-06,1.3052485883235931e-06,True,True
WBCIC,2,M0,3,1,0.00030291080474853516,0.00030291080474853516,True,True
WBCIC,2,M0,3,7,0.00028973817825317383,0.00028973817825317383,True,True
WBCIC,2,M0,3,12,-0.0003540515899658203,0.0,False,True
WBCIC,2,M0,3,28,-0.00018840283155441284,0.0,False,True
WBCIC,2,M0,3,48,-7.75754451751709e-05,0.0,False,True
WBCIC,2,M0,4,2,0.0011229515075683594,0.0011229515075683594,True,True
WBCIC,2,M0,4,18,1.8030405044555664e-05,1.8030405044555664e-05,True,True
WBCIC,2,M0,4,21,-0.0005941540002822876,0.0,False,True
WBCIC,2,M0,4,44,5.65648078918457e-05,5.65648078918457e-05,True,True
WBCIC,2,M0,4,45,-2.6496127247810364e-06,0.0,False,True
WBCIC,2,M1,0,13,-2.0775943994522095e-05,0.0,False,True
WBCIC,2,M1,0,17,-2.432800829410553e-05,0.0,False,True
WBCIC,2,M1,0,27,-0.00028210878372192383,0.0,False,True
WBCIC,2,M1,0,32,-0.00020934641361236572,0.0,False,True
WBCIC,2,M1,0,33,-2.6514753699302673e-05,0.0,False,True
WBCIC,2,M1,1,5,5.649402737617493e-06,5.649402737617493e-06,True,True
WBCIC,2,M1,1,14,-1.7603859305381775e-05,0.0,False,True
WBCIC,2,M1,1,16,-0.00023674964904785156,0.0,False,True
WBCIC,2,M1,1,36,-2.2775493562221527e-05,0.0,False,True
WBCIC,2,M1,1,47,-0.000641942024230957,0.0,False,True
WBCIC,2,M1,2,3,-1.920759677886963e-05,0.0,False,True
WBCIC,2,M1,2,11,-2.1092593669891357e-05,0.0,False,True
WBCIC,2,M1,2,19,-0.00011992454528808594,0.0,False,True
WBCIC,2,M1,2,37,-0.00012224912643432617,0.0,False,True
WBCIC,2,M1,2,50,6.537884473800659e-07,6.537884473800659e-07,True,True
WBCIC,2,M1,3,1,0.000155717134475708,0.000155717134475708,True,True
WBCIC,2,M1,3,7,0.00047212839126586914,0.00047212839126586914,True,True
WBCIC,2,M1,3,12,-0.0004324913024902344,0.0,False,True
WBCIC,2,M1,3,28,-0.00010944902896881104,0.0,False,True
WBCIC,2,M1,3,48,-7.021427154541016e-05,0.0,False,True
WBCIC,2,M1,4,2,0.0005121231079101562,0.0005121231079101562,True,True
WBCIC,2,M1,4,18,-1.1324882507324219e-06,0.0,False,True
WBCIC,2,M1,4,21,-0.00039818882942199707,0.0,False,True
WBCIC,2,M1,4,44,9.09566879272461e-05,9.09566879272461e-05,True,True
WBCIC,2,M1,4,45,-4.2710453271865845e-06,0.0,False,True
WBCIC,2,M2,0,13,-2.3243948817253113e-05,0.0,False,True
WBCIC,2,M2,0,17,-5.08967787027359e-05,0.0,False,True
WBCIC,2,M2,0,27,-0.000292360782623291,0.0,False,True
WBCIC,2,M2,0,32,-0.00023777782917022705,0.0,False,True
WBCIC,2,M2,0,33,-3.675930202007294e-05,0.0,False,True
WBCIC,2,M2,1,5,6.207264959812164e-06,6.207264959812164e-06,True,True
WBCIC,2,M2,1,14,-2.6263296604156494e-05,0.0,False,True
WBCIC,2,M2,1,16,-0.0001933574676513672,0.0,False,True
WBCIC,2,M2,1,36,-2.8345733880996704e-05,0.0,False,True
WBCIC,2,M2,1,47,-0.0008447766304016113,0.0,False,True
WBCIC,2,M2,2,3,-4.221498966217041e-05,0.0,False,True
WBCIC,2,M2,2,11,-4.065781831741333e-05,0.0,False,True
WBCIC,2,M2,2,19,-0.0002581477165222168,0.0,False,True
WBCIC,2,M2,2,37,-0.00011923909187316895,0.0,False,True
WBCIC,2,M2,2,50,7.14324414730072e-07,7.14324414730072e-07,True,True
WBCIC,2,M2,3,1,7.18533992767334e-05,7.18533992767334e-05,True,True
WBCIC,2,M2,3,7,0.00021970272064208984,0.00021970272064208984,True,True
WBCIC,2,M2,3,12,0.00013762712478637695,0.00013762712478637695,True,True
WBCIC,2,M2,3,28,-0.00024105608463287354,0.0,False,True
WBCIC,2,M2,3,48,-0.0001055002212524414,0.0,False,True
WBCIC,2,M2,4,2,0.000491797924041748,0.000491797924041748,True,True
WBCIC,2,M2,4,18,4.291534423828125e-06,4.291534423828125e-06,True,True
WBCIC,2,M2,4,21,-0.0007256269454956055,0.0,False,True
WBCIC,2,M2,4,44,6.181001663208008e-05,6.181001663208008e-05,True,True
WBCIC,2,M2,4,45,-2.7418136596679688e-06,0.0,False,True
WBCIC,3,M0,0,16,-0.0002149343490600586,0.0,False,True
WBCIC,3,M0,0,18,-0.00010326504707336426,0.0,False,True
WBCIC,3,M0,0,25,8.312053978443146e-07,8.312053978443146e-07,True,True
WBCIC,3,M0,0,27,-0.000244140625,0.0,False,True
WBCIC,3,M0,0,36,-1.7657876014709473e-05,0.0,False,True
WBCIC,3,M0,1,2,-0.00029671192169189453,0.0,False,True
WBCIC,3,M0,1,21,-0.000719800591468811,0.0,False,True
WBCIC,3,M0,1,22,0.000797271728515625,0.000797271728515625,True,True
WBCIC,3,M0,1,26,-4.745088517665863e-07,0.0,False,True
WBCIC,3,M0,1,45,-2.960115671157837e-05,0.0,False,True
WBCIC,3,M0,2,1,3.787875175476074e-05,3.787875175476074e-05,True,True
WBCIC,3,M0,2,3,0.0001296699047088623,0.0001296699047088623,True,True
WBCIC,3,M0,2,28,1.0311603546142578e-05,1.0311603546142578e-05,True,True
WBCIC,3,M0,2,34,0.0001437664031982422,0.0001437664031982422,True,True
WBCIC,3,M0,2,49,5.811452865600586e-07,5.811452865600586e-07,True,True
WBCIC,3,M0,3,9,4.926323890686035e-05,4.926323890686035e-05,True,True
WBCIC,3,M0,3,19,0.00036203861236572266,0.00036203861236572266,True,True
WBCIC,3,M0,3,33,9.875744581222534e-06,9.875744581222534e-06,True,True
WBCIC,3,M0,3,35,-0.0004954338073730469,0.0,False,True
