model,task,fold,seed,checkpoint_path,checkpoint_sha256,normalizer_path,normalizer_sha256,normalizer_artifact_kind,train_subjects,checkpoint_selection_subjects,heldout_subjects,source_sessions,future_session,representation_layer,representation_dimension,checkpoint_source_experiment,selected_epoch,status,errors
CBraMod,OpenBMI_MI,4,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold4_seed0\selected.pt,90680ed588ceff53fe8e0a430f9e26267a669efb42873538b980980e0eceeb5f,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold4_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,15,PASS,
CBraMod,OpenBMI_MI,4,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold4_seed1\selected.pt,e22a4c9f310a9f40ed815823129af535bb0d80733574cd47f3c3d64baf3c9f8b,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold4_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,11,PASS,
CBraMod,OpenBMI_MI,4,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold4_seed2\selected.pt,4bf44b508ad63f5b471975a16ef3f0bfb668da641215c453331fd16455fa894e,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_mi\cbramod\fold4_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,41,PASS,
CBraMod,OpenBMI_ERP,0,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold0_seed0\selected.pt,2a28f424c2699d3d8e6343af8f93aceb29795cf96809e10f5116e33ef09b0fc0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold0_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,36,PASS,
CBraMod,OpenBMI_ERP,0,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold0_seed1\selected.pt,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold0_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,14,PASS,
CBraMod,OpenBMI_ERP,0,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold0_seed2\selected.pt,b5293405aad482622e11e2f288f2f4ccf62ee66997ea67d25a066b20337cef4e,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold0_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,22,PASS,
CBraMod,OpenBMI_ERP,1,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold1_seed0\selected.pt,344e9c7a00a46d60edd10339d7b27a35346ff63ce7ed19b6a25d91fd824f7593,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold1_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,26,PASS,
CBraMod,OpenBMI_ERP,1,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold1_seed1\selected.pt,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold1_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,15,PASS,
CBraMod,OpenBMI_ERP,1,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold1_seed2\selected.pt,7bade5eb5140df02acc16657be3fdac56162d2a53a3225323df8e690e89cd363,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold1_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,15,PASS,
CBraMod,OpenBMI_ERP,2,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold2_seed0\selected.pt,e5e211720278511a307e0fcb0265e0d69a8decd48dd4032101b33bb7bc2e4d17,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold2_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,23,PASS,
CBraMod,OpenBMI_ERP,2,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold2_seed1\selected.pt,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold2_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,35,PASS,
CBraMod,OpenBMI_ERP,2,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold2_seed2\selected.pt,4078c4237220a7a6a347efd5f130a88493b920708ad061aa61960bd8c5f7836e,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold2_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,14,PASS,
CBraMod,OpenBMI_ERP,3,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold3_seed0\selected.pt,74bd14ef700f6c45d2caebfc968f88636f086f283ef251d4b32ab0a4415164d4,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold3_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,21,PASS,
CBraMod,OpenBMI_ERP,3,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold3_seed1\selected.pt,6645702487984c44d329e4b32fb47ee2f304248a2fcc71d9bdf29db25225ada6,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold3_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,29,PASS,
CBraMod,OpenBMI_ERP,3,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold3_seed2\selected.pt,d9d4c012e83780b19349e372ee61cd0302f0f64ec5b81c8b56db150d47d882f8,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold3_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,30,PASS,
CBraMod,OpenBMI_ERP,4,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold4_seed0\selected.pt,89a5f53f116a846a0cf5d73d78e6f07ea10d1804e2c3d86af596eb78d6fc83ea,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold4_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,11,PASS,
CBraMod,OpenBMI_ERP,4,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold4_seed1\selected.pt,b95b50d42d3b85f304884c6dc4d42c4a92d82b63b572a79fac6c72659bafc668,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold4_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,36,PASS,
CBraMod,OpenBMI_ERP,4,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold4_seed2\selected.pt,5aa64be20360c6ee97ac90a4cc1e56283d5a8736707431d1828b983b72ef6990,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold4_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,17,PASS,
CBraMod,OpenBMI_SSVEP,0,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold0_seed0\selected.pt,a4a86c87a0a3a2db6f7ace786463b2aa46c26b1915a4b698b44f0b5764f7d462,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold0_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,58,PASS,
CBraMod,OpenBMI_SSVEP,0,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold0_seed1\selected.pt,f36eba93fd5a6e752b8fedd37c4c5a44b84d1de3bad5d5d5b7e1ad185a217627,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold0_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,43,PASS,
CBraMod,OpenBMI_SSVEP,0,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold0_seed2\selected.pt,d5c088ec8069122bcad2d592a158c03046b4c25b781dcfdc17bf0c164c07083c,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold0_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,57,PASS,
CBraMod,OpenBMI_SSVEP,1,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold1_seed0\selected.pt,c0ccf2724454df896ed7c95d6ccec969194c8cc395f28fe9bbf783519003eb17,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold1_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,50,PASS,
CBraMod,OpenBMI_SSVEP,1,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold1_seed1\selected.pt,f16580e3fbac26ae0a83eba9eee4539f7f6d9b24f2daba18b63f75568aea89e1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold1_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,56,PASS,
CBraMod,OpenBMI_SSVEP,1,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold1_seed2\selected.pt,70d04a476c212c73a5ef29e3bde76e7357201e2fd654d617aed13525f3def0c1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold1_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,55,PASS,
CBraMod,OpenBMI_SSVEP,2,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold2_seed0\selected.pt,edfa127aaca856d34147e0a77e2859b8fc0efab1ee6bf82614d35757177e3daa,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold2_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,56,PASS,
CBraMod,OpenBMI_SSVEP,2,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold2_seed1\selected.pt,f2096749ab06aff683ba05621a5b0064ac76a96f043bc50c3476841f1818a797,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold2_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,54,PASS,
CBraMod,OpenBMI_SSVEP,2,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold2_seed2\selected.pt,1ccbdd7096904b45d48a518dea77aa14afa3a2951f3779be23250c51ea51fc93,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold2_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,55,PASS,
CBraMod,OpenBMI_SSVEP,3,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold3_seed0\selected.pt,b32b6848250162b630d39c79cfdbe500fb2a673cb1864b39f9776c7463e41d13,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold3_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,52,PASS,
CBraMod,OpenBMI_SSVEP,3,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold3_seed1\selected.pt,bb8933aa5f347e83f62ff87c42ceb4591b6441e3fe59ab9af62bbd2141ab2f52,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold3_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,50,PASS,
CBraMod,OpenBMI_SSVEP,3,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold3_seed2\selected.pt,4efe8703d62eecfbb9e2684b554b1373ceb79336dff94abbefddd60f4186fbee,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold3_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,23,PASS,
CBraMod,OpenBMI_SSVEP,4,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold4_seed0\selected.pt,5f4bae51c14beb8156e44f93fa4d2c587632df709456f4ea1df9ca45e27ece36,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold4_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,46,PASS,
CBraMod,OpenBMI_SSVEP,4,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold4_seed1\selected.pt,9eb7dda3434cba641ca55ef83c853868538f3e0d1efaf366d3e0e60ab43cb488,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold4_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.head forward-pre-hook,200,persist_eeg_seven_backbone_fourtask_3seed_v1,55,PASS,
