dataset,outer_fold,opt_seed,method,phase,epoch,meta_train_subjects,pseudo_unseen_subjects,partition_disjoint,partition_seed
OpenBMI,0,1,B3_TSEG,selection,27,7;9;11;12;16;29;34;35;44;51;52,4;8;15;25;27;37;38;39;43;46;49,True,2616689382254843918
OpenBMI,0,1,B3_TSEG,selection,28,4;7;11;16;25;27;37;38;39;43;46,8;9;12;15;29;34;35;44;49;51;52,True,2269040940051034155
OpenBMI,0,1,B3_TSEG,selection,29,7;15;25;29;34;35;39;43;46;51;52,4;8;9;11;12;16;27;37;38;44;49,True,9208619234015910969
OpenBMI,0,1,B3_TSEG,selection,30,4;8;15;16;34;35;38;44;46;51;52,7;9;11;12;25;27;29;37;39;43;49,True,8906227486521936571
OpenBMI,0,1,B3_TSEG,selection,31,8;9;12;15;16;34;35;37;38;51;52,4;7;11;25;27;29;39;43;44;46;49,True,8647811451858644588
OpenBMI,0,1,B3_TSEG,selection,32,4;7;11;15;16;25;27;29;34;35;49,8;9;12;37;38;39;43;44;46;51;52,True,2581581984529180219
OpenBMI,0,1,B3_TSEG,selection,33,4;7;9;12;15;16;25;35;38;39;51,8;11;27;29;34;37;43;44;46;49;52,True,6447823954934714559
OpenBMI,0,1,B3_TSEG,selection,34,4;9;11;12;25;39;43;44;46;49;51,7;8;15;16;27;29;34;35;37;38;52,True,3582255578736783876
OpenBMI,0,1,B3_TSEG,selection,35,8;11;12;15;16;25;27;39;44;46;49,4;7;9;29;34;35;37;38;43;51;52,True,6724046576093123447
OpenBMI,0,1,B3_TSEG,selection,36,9;11;12;29;35;37;38;43;44;46;52,4;7;8;15;16;25;27;34;39;49;51,True,2584093617086939731
OpenBMI,0,1,B3_TSEG,selection,37,4;12;15;16;27;38;39;43;44;46;52,7;8;9;11;25;29;34;35;37;49;51,True,5353013608467059442
OpenBMI,0,1,B3_TSEG,selection,38,4;8;12;15;25;27;35;37;38;46;51,7;9;11;16;29;34;39;43;44;49;52,True,2105965781359202585
OpenBMI,0,1,B3_TSEG,selection,39,4;9;12;15;16;34;39;43;44;46;52,7;8;11;25;27;29;35;37;38;49;51,True,1871943110333723567
OpenBMI,0,1,B3_TSEG,selection,40,7;8;9;15;29;35;37;38;44;46;49,4;11;12;16;25;27;34;39;43;51;52,True,1614733481687461298
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,1,7;8;11;12;34;37;39;43;44;46;49,4;9;15;16;25;27;29;35;38;51;52,True,8175727141435629604
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,2,4;7;12;16;27;35;38;39;44;46;52,8;9;11;15;25;29;34;37;43;49;51,True,3563683160992746254
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,3,4;9;15;16;27;29;34;43;44;46;51,7;8;11;12;25;35;37;38;39;49;52,True,7887256055044812161
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,4,4;7;12;15;25;35;37;39;43;46;49,8;9;11;16;27;29;34;38;44;51;52,True,2229621513980708198
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,5,7;8;12;15;25;34;35;39;43;46;51,4;9;11;16;27;29;37;38;44;49;52,True,2971419339811444643
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,6,11;12;16;25;27;29;35;39;46;51;52,4;7;8;9;15;34;37;38;43;44;49,True,4885241947774321976
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,7,4;7;8;25;27;35;37;39;44;46;49,9;11;12;15;16;29;34;38;43;51;52,True,7735540371237751092
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,8,9;11;16;25;27;29;34;37;38;46;52,4;7;8;12;15;35;39;43;44;49;51,True,5295165529714463175
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,9,4;7;8;9;11;12;27;34;37;43;46,15;16;25;29;35;38;39;44;49;51;52,True,7086548991340343679
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,10,11;12;27;29;35;37;38;43;46;49;51,4;7;8;9;15;16;25;34;39;44;52,True,2285191094311391253
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,11,4;7;8;11;12;25;34;39;44;51;52,9;15;16;27;29;35;37;38;43;46;49,True,7739441938569725399
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,12,7;12;16;27;34;35;38;46;49;51;52,4;8;9;11;15;25;29;37;39;43;44,True,4278485249971375032
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,13,7;9;11;27;29;35;39;43;46;49;51,4;8;12;15;16;25;34;37;38;44;52,True,1678560850139417665
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,14,4;11;12;25;27;29;35;38;39;49;52,7;8;9;15;16;34;37;43;44;46;51,True,2987343313119467457
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,15,7;8;9;12;15;29;34;39;44;46;52,4;11;16;25;27;35;37;38;43;49;51,True,5997268339777883239
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,16,4;8;15;16;25;29;35;38;39;43;44,7;9;11;12;27;34;37;46;49;51;52,True,6736052508901751732
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,17,4;9;12;25;27;29;34;35;37;38;44,7;8;11;15;16;39;43;46;49;51;52,True,901862602041155761
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,18,4;7;8;9;16;29;35;43;44;49;51,11;12;15;25;27;34;37;38;39;46;52,True,2966496787481535117
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,19,4;8;9;12;16;27;35;43;44;51;52,7;11;15;25;29;34;37;38;39;46;49,True,3353047949389440358
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,20,4;11;25;27;29;35;38;39;43;46;51,7;8;9;12;15;16;34;37;44;49;52,True,7441595204392361676
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,21,8;11;12;15;29;35;37;38;43;46;51,4;7;9;16;25;27;34;39;44;49;52,True,1474809172506340829
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,22,4;8;9;11;12;16;27;29;44;49;51,7;15;25;34;35;37;38;39;43;46;52,True,2836310256210805824
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,23,4;7;9;12;16;27;34;38;43;46;52,8;11;15;25;29;35;37;39;44;49;51,True,8505345632328899918
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,24,8;11;16;25;29;34;38;39;49;51;52,4;7;9;12;15;27;35;37;43;44;46,True,7296988018851445882
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,25,4;7;9;12;27;34;35;38;43;49;52,8;11;15;16;25;29;37;39;44;46;51,True,2492360084991605107
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,26,12;15;25;29;34;35;37;43;44;51;52,4;7;8;9;11;16;27;38;39;46;49,True,6883429644423582132
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,27,4;7;8;9;11;15;27;29;37;49;51,12;16;25;34;35;38;39;43;44;46;52,True,1426103650933054571
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,28,7;8;11;27;29;34;38;39;43;49;51,4;9;12;15;16;25;35;37;44;46;52,True,6571160042070459761
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,29,4;9;11;12;15;16;25;27;39;43;49,7;8;29;34;35;37;38;44;46;51;52,True,2331831401078203612
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,30,7;9;15;16;25;34;35;39;46;49;52,4;8;11;12;27;29;37;38;43;44;51,True,1917260981922015144
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,31,7;8;12;25;27;29;35;39;43;44;46,4;9;11;15;16;34;37;38;49;51;52,True,3176547299464316997
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,32,12;15;16;25;27;29;38;39;46;49;51,4;7;8;9;11;34;35;37;43;44;52,True,9217448580451721502
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,33,4;7;8;9;11;15;34;38;43;51;52,12;16;25;27;29;35;37;39;44;46;49,True,5277822818611763635
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,34,7;8;15;16;34;35;37;38;44;51;52,4;9;11;12;25;27;29;39;43;46;49,True,6158785841298904942
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,35,7;9;16;27;34;35;37;38;39;46;51,4;8;11;12;15;25;29;43;44;49;52,True,5507262658623134294
OpenBMI,0,2,B2_TWO_TRAJECTORY_MEAN,selection,36,4;11;15;16;25;27;35;38;43;51;52,7;8;9;12;29;34;37;39;44;46;49,True,8759463250966922570
OpenBMI,0,2,B3_TSEG,selection,1,7;8;11;12;34;37;39;43;44;46;49,4;9;15;16;25;27;29;35;38;51;52,True,8175727141435629604
OpenBMI,0,2,B3_TSEG,selection,2,4;7;12;16;27;35;38;39;44;46;52,8;9;11;15;25;29;34;37;43;49;51,True,3563683160992746254
OpenBMI,0,2,B3_TSEG,selection,3,4;9;15;16;27;29;34;43;44;46;51,7;8;11;12;25;35;37;38;39;49;52,True,7887256055044812161
OpenBMI,0,2,B3_TSEG,selection,4,4;7;12;15;25;35;37;39;43;46;49,8;9;11;16;27;29;34;38;44;51;52,True,2229621513980708198
OpenBMI,0,2,B3_TSEG,selection,5,7;8;12;15;25;34;35;39;43;46;51,4;9;11;16;27;29;37;38;44;49;52,True,2971419339811444643
OpenBMI,0,2,B3_TSEG,selection,6,11;12;16;25;27;29;35;39;46;51;52,4;7;8;9;15;34;37;38;43;44;49,True,4885241947774321976
OpenBMI,0,2,B3_TSEG,selection,7,4;7;8;25;27;35;37;39;44;46;49,9;11;12;15;16;29;34;38;43;51;52,True,7735540371237751092
OpenBMI,0,2,B3_TSEG,selection,8,9;11;16;25;27;29;34;37;38;46;52,4;7;8;12;15;35;39;43;44;49;51,True,5295165529714463175
OpenBMI,0,2,B3_TSEG,selection,9,4;7;8;9;11;12;27;34;37;43;46,15;16;25;29;35;38;39;44;49;51;52,True,7086548991340343679
OpenBMI,0,2,B3_TSEG,selection,10,11;12;27;29;35;37;38;43;46;49;51,4;7;8;9;15;16;25;34;39;44;52,True,2285191094311391253
OpenBMI,0,2,B3_TSEG,selection,11,4;7;8;11;12;25;34;39;44;51;52,9;15;16;27;29;35;37;38;43;46;49,True,7739441938569725399
OpenBMI,0,2,B3_TSEG,selection,12,7;12;16;27;34;35;38;46;49;51;52,4;8;9;11;15;25;29;37;39;43;44,True,4278485249971375032
OpenBMI,0,2,B3_TSEG,selection,13,7;9;11;27;29;35;39;43;46;49;51,4;8;12;15;16;25;34;37;38;44;52,True,1678560850139417665
OpenBMI,0,2,B3_TSEG,selection,14,4;11;12;25;27;29;35;38;39;49;52,7;8;9;15;16;34;37;43;44;46;51,True,2987343313119467457
OpenBMI,0,2,B3_TSEG,selection,15,7;8;9;12;15;29;34;39;44;46;52,4;11;16;25;27;35;37;38;43;49;51,True,5997268339777883239
OpenBMI,0,2,B3_TSEG,selection,16,4;8;15;16;25;29;35;38;39;43;44,7;9;11;12;27;34;37;46;49;51;52,True,6736052508901751732
OpenBMI,0,2,B3_TSEG,selection,17,4;9;12;25;27;29;34;35;37;38;44,7;8;11;15;16;39;43;46;49;51;52,True,901862602041155761
OpenBMI,0,2,B3_TSEG,selection,18,4;7;8;9;16;29;35;43;44;49;51,11;12;15;25;27;34;37;38;39;46;52,True,2966496787481535117
OpenBMI,0,2,B3_TSEG,selection,19,4;8;9;12;16;27;35;43;44;51;52,7;11;15;25;29;34;37;38;39;46;49,True,3353047949389440358
OpenBMI,0,2,B3_TSEG,selection,20,4;11;25;27;29;35;38;39;43;46;51,7;8;9;12;15;16;34;37;44;49;52,True,7441595204392361676
OpenBMI,0,2,B3_TSEG,selection,21,8;11;12;15;29;35;37;38;43;46;51,4;7;9;16;25;27;34;39;44;49;52,True,1474809172506340829
OpenBMI,0,2,B3_TSEG,selection,22,4;8;9;11;12;16;27;29;44;49;51,7;15;25;34;35;37;38;39;43;46;52,True,2836310256210805824
OpenBMI,0,2,B3_TSEG,selection,23,4;7;9;12;16;27;34;38;43;46;52,8;11;15;25;29;35;37;39;44;49;51,True,8505345632328899918
OpenBMI,0,2,B3_TSEG,selection,24,8;11;16;25;29;34;38;39;49;51;52,4;7;9;12;15;27;35;37;43;44;46,True,7296988018851445882
OpenBMI,0,2,B3_TSEG,selection,25,4;7;9;12;27;34;35;38;43;49;52,8;11;15;16;25;29;37;39;44;46;51,True,2492360084991605107
OpenBMI,0,2,B3_TSEG,selection,26,12;15;25;29;34;35;37;43;44;51;52,4;7;8;9;11;16;27;38;39;46;49,True,6883429644423582132
OpenBMI,0,2,B3_TSEG,selection,27,4;7;8;9;11;15;27;29;37;49;51,12;16;25;34;35;38;39;43;44;46;52,True,1426103650933054571
OpenBMI,0,2,B3_TSEG,selection,28,7;8;11;27;29;34;38;39;43;49;51,4;9;12;15;16;25;35;37;44;46;52,True,6571160042070459761
OpenBMI,0,2,B3_TSEG,selection,29,4;9;11;12;15;16;25;27;39;43;49,7;8;29;34;35;37;38;44;46;51;52,True,2331831401078203612
OpenBMI,0,2,B3_TSEG,selection,30,7;9;15;16;25;34;35;39;46;49;52,4;8;11;12;27;29;37;38;43;44;51,True,1917260981922015144
OpenBMI,0,2,B3_TSEG,selection,31,7;8;12;25;27;29;35;39;43;44;46,4;9;11;15;16;34;37;38;49;51;52,True,3176547299464316997
OpenBMI,0,2,B3_TSEG,selection,32,12;15;16;25;27;29;38;39;46;49;51,4;7;8;9;11;34;35;37;43;44;52,True,9217448580451721502
OpenBMI,0,2,B3_TSEG,selection,33,4;7;8;9;11;15;34;38;43;51;52,12;16;25;27;29;35;37;39;44;46;49,True,5277822818611763635
OpenBMI,0,2,B3_TSEG,selection,34,7;8;15;16;34;35;37;38;44;51;52,4;9;11;12;25;27;29;39;43;46;49,True,6158785841298904942
OpenBMI,0,2,B3_TSEG,selection,35,7;9;16;27;34;35;37;38;39;46;51,4;8;11;12;15;25;29;43;44;49;52,True,5507262658623134294
OpenBMI,0,2,B3_TSEG,selection,36,4;11;15;16;25;27;35;38;43;51;52,7;8;9;12;29;34;37;39;44;46;49,True,8759463250966922570
OpenBMI,0,2,B3_TSEG,selection,37,4;15;16;29;34;35;39;44;49;51;52,7;8;9;11;12;25;27;37;38;43;46,True,4709274931848230286
OpenBMI,0,2,B3_TSEG,selection,38,8;15;16;25;34;35;39;43;46;51;52,4;7;9;11;12;27;29;37;38;44;49,True,6773119295026417259
OpenBMI,0,2,B3_TSEG,selection,39,4;11;25;27;29;35;39;43;44;51;52,7;8;9;12;15;16;34;37;38;46;49,True,4720906814706693546
OpenBMI,0,2,B3_TSEG,selection,40,7;8;9;16;25;27;29;37;38;39;49,4;11;12;15;34;35;43;44;46;51;52,True,1786844363828337027
OpenBMI,0,2,B3_TSEG,selection,41,4;9;11;12;25;34;37;38;43;44;52,7;8;15;16;27;29;35;39;46;49;51,True,6107914105629619006
OpenBMI,0,2,B3_TSEG,selection,42,7;8;11;12;15;27;43;44;46;49;51,4;9;16;25;29;34;35;37;38;39;52,True,2389116277125821632
OpenBMI,0,2,B3_TSEG,selection,43,4;7;11;16;25;38;39;43;49;51;52,8;9;12;15;27;29;34;35;37;44;46,True,8948501886528882348
OpenBMI,0,2,B3_TSEG,selection,44,4;7;8;11;15;25;29;35;39;44;51,9;12;16;27;34;37;38;43;46;49;52,True,2989869622704912638
OpenBMI,0,2,B3_TSEG,selection,45,7;8;12;25;34;35;37;38;43;44;46,4;9;11;15;16;27;29;39;49;51;52,True,7052992016484453618
OpenBMI,0,2,B3_TSEG,selection,46,7;9;16;27;29;34;35;37;44;46;52,4;8;11;12;15;25;38;39;43;49;51,True,3964210696171215302
OpenBMI,0,2,B3_TSEG,selection,47,4;8;11;12;15;34;37;39;44;49;51,7;9;16;25;27;29;35;38;43;46;52,True,4099794067830143695
OpenBMI,0,2,B3_TSEG,selection,48,8;11;25;27;29;34;35;44;46;49;51,4;7;9;12;15;16;37;38;39;43;52,True,6381161866224153878
OpenBMI,0,2,B3_TSEG,selection,49,8;11;12;15;34;39;43;44;49;51;52,4;7;9;16;25;27;29;35;37;38;46,True,9188520833192924982
OpenBMI,0,2,B3_TSEG,selection,50,7;11;15;25;27;39;44;46;49;51;52,4;8;9;12;16;29;34;35;37;38;43,True,7719694412199153162
OpenBMI,0,2,B3_TSEG,selection,51,8;12;25;27;29;34;35;44;49;51;52,4;7;9;11;15;16;37;38;39;43;46,True,8445311142937120242
OpenBMI,0,2,B3_TSEG,selection,52,4;7;8;9;15;25;34;37;43;44;49,11;12;16;27;29;35;38;39;46;51;52,True,7266195527053538775
OpenBMI,0,2,B3_TSEG,selection,53,9;11;15;29;34;35;37;39;43;49;52,4;7;8;12;16;25;27;38;44;46;51,True,5199469769677965393
OpenBMI,0,2,B3_TSEG,selection,54,8;9;12;34;35;37;38;43;46;49;51,4;7;11;15;16;25;27;29;39;44;52,True,4103863000288152971
OpenBMI,0,2,B3_TSEG,selection,55,4;11;15;25;27;34;35;37;43;51;52,7;8;9;12;16;29;38;39;44;46;49,True,2918285207687500062
OpenBMI,0,2,B3_TSEG,selection,56,4;8;25;29;34;35;37;39;43;46;49,7;9;11;12;15;16;27;38;44;51;52,True,7929234079016087942
OpenBMI,0,2,B3_TSEG,selection,57,9;11;12;27;29;34;35;44;46;51;52,4;7;8;15;16;25;37;38;39;43;49,True,5195055959482543259
OpenBMI,0,2,B3_TSEG,selection,58,8;12;16;29;34;37;43;44;49;51;52,4;7;9;11;15;25;27;35;38;39;46,True,2554270192945136424
OpenBMI,0,2,B3_TSEG,selection,59,4;8;9;12;27;38;39;43;46;49;52,7;11;15;16;25;29;34;35;37;44;51,True,6846775062779680129
OpenBMI,0,2,B3_TSEG,selection,60,7;9;11;16;27;29;34;44;46;51;52,4;8;12;15;25;35;37;38;39;43;49,True,5306766892942409833
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,1,9;17;22;26;30;31;35;42,6;7;12;23;24;41;49;50,True,8991081680024897995
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,2,6;7;9;12;22;23;35;42,17;24;26;30;31;41;49;50,True,1133998772827847579
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,3,7;9;23;26;31;35;41;42,6;12;17;22;24;30;49;50,True,4995300433467282135
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,4,7;12;17;22;23;24;49;50,6;9;26;30;31;35;41;42,True,4100185738095413888
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,5,6;9;17;22;23;26;41;50,7;12;24;30;31;35;42;49,True,4313229297013302194
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,6,7;17;26;31;35;41;42;50,6;9;12;22;23;24;30;49,True,257621821672173178
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,7,9;12;17;24;26;31;35;42,6;7;22;23;30;41;49;50,True,4272947188277962864
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,8,9;17;22;23;26;31;35;42,6;7;12;24;30;41;49;50,True,4046236168689858421
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,9,7;23;26;31;35;42;49;50,6;9;12;17;22;24;30;41,True,354462035063031657
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,10,6;7;17;24;30;35;42;49,9;12;22;23;26;31;41;50,True,1727017160064619856
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,11,6;9;12;22;23;30;31;35,7;17;24;26;41;42;49;50,True,1288048235653956055
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,12,7;9;12;24;26;30;31;50,6;17;22;23;35;41;42;49,True,8054612481018789039
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,13,7;12;23;24;26;30;31;35,6;9;17;22;41;42;49;50,True,4257997445366314730
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,14,6;17;22;23;24;30;31;41,7;9;12;26;35;42;49;50,True,7572237028104632367
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,15,6;7;12;24;26;31;35;42,9;17;22;23;30;41;49;50,True,989737771074432692
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,16,17;22;30;31;41;42;49;50,6;7;9;12;23;24;26;35,True,3647837286421801676
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,17,7;9;22;23;24;31;41;50,6;12;17;26;30;35;42;49,True,3503739725820235318
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,18,7;12;17;23;24;31;41;49,6;9;22;26;30;35;42;50,True,1076093325225261543
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,19,7;9;17;23;26;30;31;49,6;12;22;24;35;41;42;50,True,3219700807852973228
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,20,7;17;23;24;26;35;41;49,6;9;12;22;30;31;42;50,True,2143506163828098646
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,21,12;24;30;31;35;41;49;50,6;7;9;17;22;23;26;42,True,8185974812437757225
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,22,6;9;12;22;24;31;35;41,7;17;23;26;30;42;49;50,True,4302190485787566486
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,23,9;12;17;24;26;31;49;50,6;7;22;23;30;35;41;42,True,4338698108494475728
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,24,7;9;12;24;30;31;35;41,6;17;22;23;26;42;49;50,True,55116457048188831
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,25,6;7;9;12;22;26;42;49,17;23;24;30;31;35;41;50,True,5426249252875104271
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,26,6;12;23;31;35;41;42;49,7;9;17;22;24;26;30;50,True,3678164649303342261
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,27,6;7;9;17;23;31;41;49,12;22;24;26;30;35;42;50,True,8234059580750048554
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,28,7;9;12;22;30;31;35;49,6;17;23;24;26;41;42;50,True,7394099235416467489
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,29,7;12;22;23;24;26;41;49,6;9;17;30;31;35;42;50,True,4547043152779153057
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,30,7;12;22;23;24;26;30;49,6;9;17;31;35;41;42;50,True,7146776612697760621
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,31,6;7;9;12;17;22;35;41,23;24;26;30;31;42;49;50,True,4868984695898612857
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,32,7;17;22;23;24;26;30;35,6;9;12;31;41;42;49;50,True,3546046438542428303
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,33,12;22;24;26;30;31;41;50,6;7;9;17;23;35;42;49,True,5838594023805828626
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,34,9;17;24;30;31;41;42;50,6;7;12;22;23;26;35;49,True,995238523813502570
WBCIC,0,0,B2_TWO_TRAJECTORY_MEAN,selection,35,7;9;24;30;31;41;42;50,6;12;17;22;23;26;35;49,True,442617411557422499
WBCIC,0,0,B3_TSEG,selection,1,9;17;22;26;30;31;35;42,6;7;12;23;24;41;49;50,True,8991081680024897995
WBCIC,0,0,B3_TSEG,selection,2,6;7;9;12;22;23;35;42,17;24;26;30;31;41;49;50,True,1133998772827847579
WBCIC,0,0,B3_TSEG,selection,3,7;9;23;26;31;35;41;42,6;12;17;22;24;30;49;50,True,4995300433467282135
WBCIC,0,0,B3_TSEG,selection,4,7;12;17;22;23;24;49;50,6;9;26;30;31;35;41;42,True,4100185738095413888
WBCIC,0,0,B3_TSEG,selection,5,6;9;17;22;23;26;41;50,7;12;24;30;31;35;42;49,True,4313229297013302194
WBCIC,0,0,B3_TSEG,selection,6,7;17;26;31;35;41;42;50,6;9;12;22;23;24;30;49,True,257621821672173178
WBCIC,0,0,B3_TSEG,selection,7,9;12;17;24;26;31;35;42,6;7;22;23;30;41;49;50,True,4272947188277962864
WBCIC,0,0,B3_TSEG,selection,8,9;17;22;23;26;31;35;42,6;7;12;24;30;41;49;50,True,4046236168689858421
WBCIC,0,0,B3_TSEG,selection,9,7;23;26;31;35;42;49;50,6;9;12;17;22;24;30;41,True,354462035063031657
WBCIC,0,0,B3_TSEG,selection,10,6;7;17;24;30;35;42;49,9;12;22;23;26;31;41;50,True,1727017160064619856
WBCIC,0,0,B3_TSEG,selection,11,6;9;12;22;23;30;31;35,7;17;24;26;41;42;49;50,True,1288048235653956055
WBCIC,0,0,B3_TSEG,selection,12,7;9;12;24;26;30;31;50,6;17;22;23;35;41;42;49,True,8054612481018789039
WBCIC,0,0,B3_TSEG,selection,13,7;12;23;24;26;30;31;35,6;9;17;22;41;42;49;50,True,4257997445366314730
WBCIC,0,0,B3_TSEG,selection,14,6;17;22;23;24;30;31;41,7;9;12;26;35;42;49;50,True,7572237028104632367
WBCIC,0,0,B3_TSEG,selection,15,6;7;12;24;26;31;35;42,9;17;22;23;30;41;49;50,True,989737771074432692
WBCIC,0,0,B3_TSEG,selection,16,17;22;30;31;41;42;49;50,6;7;9;12;23;24;26;35,True,3647837286421801676
WBCIC,0,0,B3_TSEG,selection,17,7;9;22;23;24;31;41;50,6;12;17;26;30;35;42;49,True,3503739725820235318
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,1,7;9;17;22;23;30;35;50,6;12;24;26;31;41;42;49,True,3920126894908543143
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,2,7;9;22;24;30;31;35;49,6;12;17;23;26;41;42;50,True,3193892835111257952
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,3,6;9;26;31;41;42;49;50,7;12;17;22;23;24;30;35,True,6046129108119745791
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,4,7;12;17;23;24;30;35;49,6;9;22;26;31;41;42;50,True,1918121123811083162
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,5,6;7;22;30;35;41;49;50,9;12;17;23;24;26;31;42,True,2483877255614243076
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,6,7;9;17;22;26;30;41;49,6;12;23;24;31;35;42;50,True,7131679383149917304
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,7,12;17;22;26;30;35;42;49,6;7;9;23;24;31;41;50,True,5368989391577400312
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,8,12;22;30;31;35;42;49;50,6;7;9;17;23;24;26;41,True,2581479302059297335
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,9,6;22;23;26;31;42;49;50,7;9;12;17;24;30;35;41,True,3261342992504724469
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,10,6;7;9;22;23;24;26;31,12;17;30;35;41;42;49;50,True,4915167210643733411
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,11,17;24;26;30;31;35;49;50,6;7;9;12;22;23;41;42,True,5932724264632920273
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,12,6;7;9;17;22;24;26;30,12;23;31;35;41;42;49;50,True,5381706020985162556
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,13,6;7;12;17;23;35;42;49,9;22;24;26;30;31;41;50,True,6254168096654421201
