subject,session,session_id,class,label,trial_id,cache_index,shape,dtype,source_file,original_event_index,original_epoch_id,cache_file,label_file
sub-016,ses-02,2,left_hand,0,26,26,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,26,epoch092421,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,27,27,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,27,epoch092590,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,28,28,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,28,epoch097005,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,29,29,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,29,epoch097192,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,30,30,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,30,epoch099165,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,31,31,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,31,epoch099894,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,32,32,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,32,epoch100016,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,33,33,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,33,epoch100235,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,34,34,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,34,epoch106494,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,35,35,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,35,epoch106585,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,36,36,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,36,epoch106694,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,37,37,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,37,epoch107728,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,38,38,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,38,epoch108767,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,39,39,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,39,epoch109766,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,40,40,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,40,epoch111663,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,41,41,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,41,epoch113976,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,42,42,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,42,epoch115491,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,43,43,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,43,epoch115786,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,44,44,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,44,epoch116914,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,45,45,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,45,epoch117547,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,46,46,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,46,epoch117811,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,47,47,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,47,epoch119744,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,left_hand,0,48,48,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorLHand_eeg.vhdr,48,epoch119882,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,0,49,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,0,epoch058118,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,1,50,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,1,epoch058342,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,2,51,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,2,epoch058912,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,3,52,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,3,epoch060544,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,4,53,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,4,epoch060590,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,5,54,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,5,epoch062281,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,6,55,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,6,epoch067902,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,7,56,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,7,epoch071182,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,8,57,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,8,epoch072688,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,9,58,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,9,epoch072948,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,10,59,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,10,epoch075544,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,11,60,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,11,epoch076681,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,12,61,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,12,epoch078833,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,13,62,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,13,epoch080306,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,14,63,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,14,epoch080736,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,15,64,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,15,epoch082553,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,16,65,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,16,epoch082815,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,17,66,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,17,epoch083532,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,18,67,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,18,epoch084102,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,19,68,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,19,epoch084972,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,20,69,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,20,epoch088405,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,21,70,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,21,epoch091719,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,22,71,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,22,epoch092901,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,23,72,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,23,epoch095201,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,24,73,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,24,epoch096601,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,25,74,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,25,epoch097537,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,26,75,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,26,epoch098208,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,27,76,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,27,epoch101216,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,28,77,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,28,epoch102821,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,29,78,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,29,epoch103262,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,30,79,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,30,epoch105247,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,31,80,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,31,epoch105517,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,32,81,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,32,epoch106328,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,33,82,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,33,epoch108495,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,34,83,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,34,epoch109303,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,35,84,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,35,epoch109422,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,36,85,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,36,epoch109848,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,37,86,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,37,epoch111391,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,38,87,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,38,epoch111680,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,39,88,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,39,epoch113574,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,40,89,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,40,epoch114131,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
sub-016,ses-02,2,right_hand,1,41,90,64x1000,float32,/root/m3cv_nm000166_external_replication/data/m3cv_nm000166/sub-016/ses-02/eeg/sub-016_ses-02_task-motorRHand_eeg.vhdr,41,epoch114435,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_X.npy,/root/m3cv_nm000166_external_replication/cache/m3cv_lr_4s_250hz/sub-016/ses-02_y.npy
