model,task,fold,seed,status,active_rank,rank_PU,rank_Uonly,rank_Ponly,rank_matched
EEGConformer,WBCIC_MI,1,0,ESTIMABLE,20,2,2,2,True
EEGConformer,WBCIC_MI,1,1,ESTIMABLE,20,2,2,2,True
EEGConformer,WBCIC_MI,1,2,ESTIMABLE,20,1,1,1,True
EEGConformer,WBCIC_MI,2,0,ESTIMABLE,20,2,2,2,True
EEGConformer,WBCIC_MI,2,1,ESTIMABLE,20,2,2,2,True
EEGConformer,WBCIC_MI,2,2,ESTIMABLE,20,2,2,2,True
EEGConformer,WBCIC_MI,3,0,ESTIMABLE,20,5,5,5,True
EEGConformer,WBCIC_MI,3,1,ESTIMABLE,20,2,2,2,True
EEGConformer,WBCIC_MI,3,2,EMPTY_PU,20,0,0,0,True
EEGConformer,WBCIC_MI,4,0,ESTIMABLE,20,1,1,1,True
EEGConformer,WBCIC_MI,4,1,ESTIMABLE,20,1,1,1,True
EEGConformer,WBCIC_MI,4,2,ESTIMABLE,20,1,1,1,True
FBCNet,OpenBMI_MI,0,0,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_MI,0,1,EMPTY_PU,20,0,0,0,True
FBCNet,OpenBMI_MI,0,2,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_MI,1,0,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_MI,1,1,ESTIMABLE,20,3,3,3,True
FBCNet,OpenBMI_MI,1,2,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_MI,2,0,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_MI,2,1,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_MI,2,2,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_MI,3,0,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_MI,3,1,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_MI,3,2,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_MI,4,0,EMPTY_PU,20,0,0,0,True
FBCNet,OpenBMI_MI,4,1,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_MI,4,2,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,0,0,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,0,1,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,0,2,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,1,0,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,1,1,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,1,2,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,2,0,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_ERP,2,1,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,2,2,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,3,0,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,3,1,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,3,2,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_ERP,4,0,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_ERP,4,1,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_ERP,4,2,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_SSVEP,0,0,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_SSVEP,0,1,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_SSVEP,0,2,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_SSVEP,1,0,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_SSVEP,1,1,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_SSVEP,1,2,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_SSVEP,2,0,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_SSVEP,2,1,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_SSVEP,2,2,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_SSVEP,3,0,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_SSVEP,3,1,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_SSVEP,3,2,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_SSVEP,4,0,ESTIMABLE,20,4,4,4,True
FBCNet,OpenBMI_SSVEP,4,1,ESTIMABLE,20,8,8,8,True
FBCNet,OpenBMI_SSVEP,4,2,ESTIMABLE,20,4,4,4,True
FBCNet,WBCIC_MI,0,0,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,0,1,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,0,2,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,1,0,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,1,1,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,1,2,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,2,0,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,2,1,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,2,2,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,3,0,ESTIMABLE,20,4,4,4,True
FBCNet,WBCIC_MI,3,1,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,3,2,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,4,0,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,4,1,EMPTY_PU,20,0,0,0,True
FBCNet,WBCIC_MI,4,2,EMPTY_PU,20,0,0,0,True
