task,model,fold,seed,path,sha256
WBCIC_MI,LiteBN,2,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold2_seed0_litebn/selected_best.pt,8cb100fba157c5220ae7a9313f7665d683cd96cb315fefd0ce8e3314fc73eb01
WBCIC_MI,TFFormer,2,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/WBCIC_MI/fold2/selected.pt,359ff31c0f01e269a6bd9cf18f4287ea100ad4325533083c4e0ba7b58c55827a
WBCIC_MI,LiteBN,2,1,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold2_seed1_litebn/selected_best.pt,3341e95b950d3478040930685bda0708adaacf8b5ccc15fc2fbc5517d8d1f101
WBCIC_MI,TFFormer,2,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/fold2/selected.pt,e244b60ee217cf9602505f1382634313ab76ff8fe6646dfe82526a65d16ddb93
WBCIC_MI,LiteBN,2,2,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold2_seed2_litebn/selected_best.pt,72401dd16aaef6798df3e7148a3c11cda7abf5b8e563cb148db2302793bcd2e2
WBCIC_MI,TFFormer,2,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/fold2/selected.pt,8ea4443e69f5387ec05d30ce03227a96dd76d7b86ef9802b0f12fa3648970a50
WBCIC_MI,LiteBN,3,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold3_seed0_litebn/selected_best.pt,9d4e6a2babb8d1b0febca64f5944319c3612f2c442c3580084d43f33c600f614
WBCIC_MI,TFFormer,3,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/WBCIC_MI/fold3/selected.pt,7254245d182c15e9b9d80468dbc10373c7942d25d4e63fa48955c8ede611ecce
WBCIC_MI,LiteBN,3,1,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold3_seed1_litebn/selected_best.pt,666a05be19cd6dd73e4daa0b0ecc651777cc0b6dff0f6b011d7efb0adf9774a2
WBCIC_MI,TFFormer,3,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/fold3/selected.pt,67d2f72f485e69d62dc443e29df4abf7162ce200be1826e472fedd2a55a745c8
WBCIC_MI,LiteBN,3,2,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold3_seed2_litebn/selected_best.pt,e028620de5b6e58efd46c75ac60b5da66a86c89a29ca87ee8971a7d787d82e0f
WBCIC_MI,TFFormer,3,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/fold3/selected.pt,a60928e25fa2329df03d56ec09a5ed2abd766e0996a5fab5348bda3ca589a7cc
WBCIC_MI,LiteBN,4,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold4_seed0_litebn/selected_best.pt,e9cce7a3ca4470c9727670a3135261acc7fa07a811d48ba5a7b74c44442b0807
WBCIC_MI,TFFormer,4,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_remaining_tasks_seed0_v1/runtime/checkpoints/WBCIC_MI/fold4/selected.pt,eb9b3ed3ca514f1a01100d317ac47aeed242023d766d1e22c712bf3e28494d8b
WBCIC_MI,LiteBN,4,1,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold4_seed1_litebn/selected_best.pt,cd1f57187cf83436ee93017d1fb7c48069436b1d16769e0e9460ce593cc3e0ca
WBCIC_MI,TFFormer,4,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/fold4/selected.pt,677aa8b40d2d9d303112607e8f9abc7cf6b63862a651c4eb3ce7c964e0abec66
WBCIC_MI,LiteBN,4,2,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/wbcic_fold4_seed2_litebn/selected_best.pt,890f6248fcc79b2539506850260bd8496568f7b1d296c74aad5c7b7a91d5c1cc
WBCIC_MI,TFFormer,4,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_tfformer_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/fold4/selected.pt,0392ed45b6f07d825a5de86207f0d1459830c19f19a25f85125aa806f57853b5
