protocol_id,source_alias,role,backbone,fold,seed,method,lambda,relative_path,bytes,sha256
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,1,DANN,0.01,runtime/runs/eegconformer/fold-1/seed-1/evaluation/dann__lambda-0.01/embeddings.npz,1742195,2de3c67432871ee0aadc774354710325a0b3e908d14070b0b554fd69a503ce7d
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,1,DANN,0.1,runtime/runs/eegconformer/fold-1/seed-1/evaluation/dann__lambda-0.10/EVALUATION_COMPLETE.json,602,a470a7d84c53e14eb8b1ad34f8c7a3cb78ad00ec1ea506e172573b3ffb674df5
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,1,DANN,0.1,runtime/runs/eegconformer/fold-1/seed-1/evaluation/dann__lambda-0.10/directions.csv,2149,6f0f02080d5ce356df957224556fa9a249934a3b3cd8750aa7c9173e02792f48
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,1,DANN,0.1,runtime/runs/eegconformer/fold-1/seed-1/evaluation/dann__lambda-0.10/embeddings.npz,1738179,e7e058fea28456d75ef7c23a3ffa1c76647b8d0058adda0fa3b5c5946a5659f7
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,1,DANN,1.0,runtime/runs/eegconformer/fold-1/seed-1/evaluation/dann__lambda-1.00/EVALUATION_COMPLETE.json,603,5916e1e154f75d02cb089d9b5f307c8fce710deb5e4a3bfab39178ac8f4b84d3
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,1,DANN,1.0,runtime/runs/eegconformer/fold-1/seed-1/evaluation/dann__lambda-1.00/directions.csv,2196,2e96182714a7a8066b8100276aabc171065ca2b73bb72936b76f58082e93199b
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,1,DANN,1.0,runtime/runs/eegconformer/fold-1/seed-1/evaluation/dann__lambda-1.00/embeddings.npz,1741482,49ea14c64763aac894ba39d4d6bf78a41d03183aaae8c4420cb871bbe675c033
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,1,ERM,0.0,runtime/runs/eegconformer/fold-1/seed-1/evaluation/erm__lambda-0.00/EVALUATION_COMPLETE.json,599,59259ca4fffef7c3928619ae8a788067e5e6583aff0685d3a4aae1b585527892
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,1,ERM,0.0,runtime/runs/eegconformer/fold-1/seed-1/evaluation/erm__lambda-0.00/directions.csv,2150,cd955e3338f7dccb4beb33919e972f86751a5e8cee22a6ad478eecf3634a4047
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,1,ERM,0.0,runtime/runs/eegconformer/fold-1/seed-1/evaluation/erm__lambda-0.00/embeddings.npz,1741969,b13dd0dd835ddaa5c8fb5aaaa03b5bab322bc8872ce8d6facac890e165b86e76
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,1,MMD,0.01,runtime/runs/eegconformer/fold-1/seed-1/evaluation/mmd__lambda-0.01/EVALUATION_COMPLETE.json,601,005748ede484fa2f143d91e8017f7fa84e0b4cab4c197b18d84eccc4caf0292a
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,1,MMD,0.01,runtime/runs/eegconformer/fold-1/seed-1/evaluation/mmd__lambda-0.01/directions.csv,2145,73c7e3e1c967514fc39eb01c432b47cf2feaf492c166fa72607733f748ec7856
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,1,MMD,0.01,runtime/runs/eegconformer/fold-1/seed-1/evaluation/mmd__lambda-0.01/embeddings.npz,1742412,208a0fd1597b48d8ceda0369e450f97a49399d55a153794690030a9cf0e84bee
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,1,MMD,0.1,runtime/runs/eegconformer/fold-1/seed-1/evaluation/mmd__lambda-0.10/EVALUATION_COMPLETE.json,613,6699cc3ac40df308a7eea2dd5b2e5aeb0ef5642f73f17328e1ae20108acce92b
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,1,MMD,0.1,runtime/runs/eegconformer/fold-1/seed-1/evaluation/mmd__lambda-0.10/directions.csv,2122,287d0ed120e57fca3e9de1eed575db637675f556ec15e8ffc3026b323d001d75
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,1,MMD,0.1,runtime/runs/eegconformer/fold-1/seed-1/evaluation/mmd__lambda-0.10/embeddings.npz,1737241,5ed68130c386fdb6ff58aa3a0677a7b42c3b0bd8f409f1983c8108148fa40553
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,1,MMD,1.0,runtime/runs/eegconformer/fold-1/seed-1/evaluation/mmd__lambda-1.00/EVALUATION_COMPLETE.json,602,881bd29e803983a583500ca5ee2f21ab4270eeb4126bea60b6d21d9df3ad6236
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,1,MMD,1.0,runtime/runs/eegconformer/fold-1/seed-1/evaluation/mmd__lambda-1.00/directions.csv,2152,3b69b0291839b6f849b4c34ca05380ea2eec9e4f73405b79fc6a92cfb5e63150
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,1,MMD,1.0,runtime/runs/eegconformer/fold-1/seed-1/evaluation/mmd__lambda-1.00/embeddings.npz,1713126,d973b4e5c37c62b1dd174dc6f05d323d65e6a498ff34633f9667120d81b64bc4
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,lambda_selection_freeze,eegconformer,1,2,,,runtime/runs/eegconformer/fold-1/seed-2/LAMBDA_SELECTION_FROZEN.json,1829,88116fc087d989f24e7ec1278c5d58e0c5302f536aa78868701c5cca1cf7e438
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,unit_protocol,eegconformer,1,2,,,runtime/runs/eegconformer/fold-1/seed-2/UNIT_PROTOCOL.json,1759,8147fccf0af23cf51fe1fea89f7b724cd686e983912260a13996c0a6b53797fa
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,1,2,CORAL,0.01,runtime/runs/eegconformer/fold-1/seed-2/checkpoints/coral__lambda-0.01.pt,599525,36efe5750ec80efab3ff9f9eac7e6eb829824c8f19d61e3fc7ad21ff6c8df45b
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,1,2,CORAL,0.1,runtime/runs/eegconformer/fold-1/seed-2/checkpoints/coral__lambda-0.10.pt,599525,eac7576d2612d921901866dc78b83197f469811b73adfe56447854b352f48c88
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,1,2,CORAL,1.0,runtime/runs/eegconformer/fold-1/seed-2/checkpoints/coral__lambda-1.00.pt,599525,f96356a058012c6939735f0d7f25b18d3126ca0e3e10ba27cd132a91e5ddaf82
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,1,2,DANN,0.01,runtime/runs/eegconformer/fold-1/seed-2/checkpoints/dann__lambda-0.01.pt,599479,e719eec5b55033f56c2493b9ff69d2f78bf66113a13d4a91e1a7ca3ca567b1a9
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,1,2,DANN,0.1,runtime/runs/eegconformer/fold-1/seed-2/checkpoints/dann__lambda-0.10.pt,599479,ae1e984a45e0b890b0439ec740c419bad28e9c15098e64969d9c4f49b80ce73f
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,1,2,DANN,1.0,runtime/runs/eegconformer/fold-1/seed-2/checkpoints/dann__lambda-1.00.pt,599479,48280fc73cb2c4cf24f6ae4b1dd587189700c10d0e5cb419ade677298a362d26
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,1,2,ERM,0.0,runtime/runs/eegconformer/fold-1/seed-2/checkpoints/erm__lambda-0.00.pt,599433,ff7d1aae2882b944d71ffbb7fadb5c10b598833f28c10899b62c858ba40d8ca8
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,1,2,MMD,0.01,runtime/runs/eegconformer/fold-1/seed-2/checkpoints/mmd__lambda-0.01.pt,599433,fdef66f1d1077b96c52df408d2bad395dfdff71fe3eeb0944216936c2e407042
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,1,2,MMD,0.1,runtime/runs/eegconformer/fold-1/seed-2/checkpoints/mmd__lambda-0.10.pt,599433,678cf3e27808ad67371821893b1e2a686bc4eb05b9dba339fc36f4b4bb6ae788
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,1,2,MMD,1.0,runtime/runs/eegconformer/fold-1/seed-2/checkpoints/mmd__lambda-1.00.pt,599433,ba11d0019ccdd45b60ab149ea979f7f9c98c3a2c6a68b0a196ae572f1f653253
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,2,CORAL,0.01,runtime/runs/eegconformer/fold-1/seed-2/evaluation/coral__lambda-0.01/EVALUATION_COMPLETE.json,604,8c32c9b500f2e58b920d0c82cd027670373e17cd86337a6906c65f3ff908eb1e
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,2,CORAL,0.01,runtime/runs/eegconformer/fold-1/seed-2/evaluation/coral__lambda-0.01/directions.csv,2132,4882433ff9b83ff7374fc8d6886580c20531f1c2a19a3224643c0323d73ae979
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,2,CORAL,0.01,runtime/runs/eegconformer/fold-1/seed-2/evaluation/coral__lambda-0.01/embeddings.npz,1743697,a018f3a48298111b9164e4936b37e9a85d1f0534f81664fc24c7b5b15616136b
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,2,CORAL,0.1,runtime/runs/eegconformer/fold-1/seed-2/evaluation/coral__lambda-0.10/EVALUATION_COMPLETE.json,614,3f60290484282c4b69a0725788f0030168226daff4af7cf4fadb0758f2a7ecbd
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,2,CORAL,0.1,runtime/runs/eegconformer/fold-1/seed-2/evaluation/coral__lambda-0.10/directions.csv,2178,822efe61a460ad95c1fcf4fc6f55418bd05b2fabb6c5492d3845a5393dad3856
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,2,CORAL,0.1,runtime/runs/eegconformer/fold-1/seed-2/evaluation/coral__lambda-0.10/embeddings.npz,1741212,77967d055dd0a86271ff82118ac733e309df0c5e2649f56b1bd101a5fd009d7e
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,2,CORAL,1.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/coral__lambda-1.00/EVALUATION_COMPLETE.json,601,a77136d5600d6b3e7ff32f3a8f1ecf21504ed14f92a01eef504e994a8e23cb49
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,2,CORAL,1.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/coral__lambda-1.00/directions.csv,2151,95dbbf3ce6c59d99f73928fd543706394eff227d2058df29a2fc60cff789354c
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,2,CORAL,1.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/coral__lambda-1.00/embeddings.npz,1732676,eefa4e6868264a7e909d06b187e1f4f6cec2080cd134e460022ee32d40c35fff
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,2,DANN,0.01,runtime/runs/eegconformer/fold-1/seed-2/evaluation/dann__lambda-0.01/EVALUATION_COMPLETE.json,604,6319fd4c501492c43719721773b9755cd55ce91e406633b7f450fa44c35c9666
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,2,DANN,0.01,runtime/runs/eegconformer/fold-1/seed-2/evaluation/dann__lambda-0.01/directions.csv,2118,0a62624acd2731e2a18e2c3521cfba73987a79fdb5fb931d407a0b9c0a29e271
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,2,DANN,0.01,runtime/runs/eegconformer/fold-1/seed-2/evaluation/dann__lambda-0.01/embeddings.npz,1742568,f045131ccb15942a4fd427ea7ef6a369ff604fe2b22fe2d806520a69c1ec78b1
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,2,DANN,0.1,runtime/runs/eegconformer/fold-1/seed-2/evaluation/dann__lambda-0.10/EVALUATION_COMPLETE.json,598,cc49c80df0f41ec401ab6ba410920d5572dec2004b87c54adc90b96d02c9a58b
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,2,DANN,0.1,runtime/runs/eegconformer/fold-1/seed-2/evaluation/dann__lambda-0.10/directions.csv,2114,821ce6c04ac99881175c958b9f26348f0a834538a25c0a5b443ff4aaddaf48fa
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,2,DANN,0.1,runtime/runs/eegconformer/fold-1/seed-2/evaluation/dann__lambda-0.10/embeddings.npz,1744313,81fa1d8c370c6451af664c312ed604fe901a7a756f89b92de4653ca022b7c325
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,2,DANN,1.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/dann__lambda-1.00/EVALUATION_COMPLETE.json,614,989c102bdf89829abbcb81e40d00767e7d8769e25cfafeece20a794000c66fd0
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,2,DANN,1.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/dann__lambda-1.00/directions.csv,2164,58325bd9c881c9776cfcf4e1144b179a3501eec82e1afc4dea73b44f6bde2720
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,2,DANN,1.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/dann__lambda-1.00/embeddings.npz,1742947,181a68fcf0d228f8bd6b99208e8fc16cca463f12394f4af9e1c374059e3351a7
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,2,ERM,0.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/erm__lambda-0.00/EVALUATION_COMPLETE.json,602,f041c55645e94f28678ef2871f87945c1125473843c733af11a76c704c8976b0
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,2,ERM,0.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/erm__lambda-0.00/directions.csv,2171,14cf3533c216c507a850a336d1b701840d97d4a9da65da47fbc01d58089776ca
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,2,ERM,0.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/erm__lambda-0.00/embeddings.npz,1744060,a1f0c769038640a204ee4d7dc84afc2bb4c8391b361b50d881a4440f11fee5cc
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,2,MMD,0.01,runtime/runs/eegconformer/fold-1/seed-2/evaluation/mmd__lambda-0.01/EVALUATION_COMPLETE.json,600,8b9f29df554e18f33e96304905b0a6d9041df7276d00d481ba34afe54142db54
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,2,MMD,0.01,runtime/runs/eegconformer/fold-1/seed-2/evaluation/mmd__lambda-0.01/directions.csv,2155,5976aeb23e59b7f8e529dd71085cfb6c0e8409676da54499f4dc04abc98ce7ed
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,2,MMD,0.01,runtime/runs/eegconformer/fold-1/seed-2/evaluation/mmd__lambda-0.01/embeddings.npz,1740722,14cedf7c27255c486220b836e9649bcfdf6ad7ee18919c1d4adc09242414ffed
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,2,MMD,0.1,runtime/runs/eegconformer/fold-1/seed-2/evaluation/mmd__lambda-0.10/EVALUATION_COMPLETE.json,601,fc8fdfc3c3bb8892666faab2c01e300f0577aa27e0fef2fe672f7b6599802ad0
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,2,MMD,0.1,runtime/runs/eegconformer/fold-1/seed-2/evaluation/mmd__lambda-0.10/directions.csv,2138,50d8e8148dbb5e18da0380ff74a3ef60e64c3d86e962817616177a849ffd0e8b
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,2,MMD,0.1,runtime/runs/eegconformer/fold-1/seed-2/evaluation/mmd__lambda-0.10/embeddings.npz,1730429,161b675b4a2fc11394b7eade2ab55ac263622cebff7aa5a9e59305ece293d4f0
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,1,2,MMD,1.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/mmd__lambda-1.00/EVALUATION_COMPLETE.json,602,f500b8c0c2573b05f9877bb0a46ca1de4f695cbf9aed5829becda0edf47a5f66
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,1,2,MMD,1.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/mmd__lambda-1.00/directions.csv,2075,61050f506149b35244d6e87bb93105980b14d9b0133bddd5e6cf2a2785d30401
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,1,2,MMD,1.0,runtime/runs/eegconformer/fold-1/seed-2/evaluation/mmd__lambda-1.00/embeddings.npz,1716022,070ce31535d320a76bcffe321c4d54f96003f6de17d362b28ba0a4ff99ab4f14
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,lambda_selection_freeze,eegconformer,2,0,,,runtime/runs/eegconformer/fold-2/seed-0/LAMBDA_SELECTION_FROZEN.json,1824,01bdd4c24a01406daaa84e90abec9f8c45542c81ae7218f09ecf6ec86dcfc367
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,unit_protocol,eegconformer,2,0,,,runtime/runs/eegconformer/fold-2/seed-0/UNIT_PROTOCOL.json,1760,a5bed5dd18cef5b2eb1ed5ec0f959df5efa8ca3e092359849de91af34c663a8a
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,2,0,CORAL,0.01,runtime/runs/eegconformer/fold-2/seed-0/checkpoints/coral__lambda-0.01.pt,599525,30d5f4c8de19a16b84cf0f2dcef28a806271146a3660a850782560f0b64df28b
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,2,0,CORAL,0.1,runtime/runs/eegconformer/fold-2/seed-0/checkpoints/coral__lambda-0.10.pt,599525,b2aec0aec8e06fb78a159c655713a787c032c7e40ab91269e8b1b198489214ba
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,2,0,CORAL,1.0,runtime/runs/eegconformer/fold-2/seed-0/checkpoints/coral__lambda-1.00.pt,599525,00c71aab44120fdd41fe6b62a0a62e7e4e04ebe8c0d4d37f15682e024a807fac
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,2,0,DANN,0.01,runtime/runs/eegconformer/fold-2/seed-0/checkpoints/dann__lambda-0.01.pt,599479,76968664f18a1618bf13c229d4bc73dde8e63d3d9afb3cc727e4d33eabc8df26
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,2,0,DANN,0.1,runtime/runs/eegconformer/fold-2/seed-0/checkpoints/dann__lambda-0.10.pt,599479,c0d5ead681f93961a9c1b570dc3db5286dfe25731607188406ecd0e39ef6719c
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,2,0,DANN,1.0,runtime/runs/eegconformer/fold-2/seed-0/checkpoints/dann__lambda-1.00.pt,599479,da7de298a8e2232e57558e849b7543c4c5d96a9891f4e20b79ac8a6089cdd4ae
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,2,0,ERM,0.0,runtime/runs/eegconformer/fold-2/seed-0/checkpoints/erm__lambda-0.00.pt,599433,8348a5ea709f8502fbafc154cbfa8429205b585a4051a938d8734bada90ebcbc
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,2,0,MMD,0.01,runtime/runs/eegconformer/fold-2/seed-0/checkpoints/mmd__lambda-0.01.pt,599433,ca79774de65c7ce9ec6a8f8bd3f90b690ba9a2af2e3cc75a8b46555222f2026e
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,2,0,MMD,0.1,runtime/runs/eegconformer/fold-2/seed-0/checkpoints/mmd__lambda-0.10.pt,599433,14f4b0d2e585d6d2898a4b600d0dd68045618b54c549428b548e13b0418f3fef
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegconformer,2,0,MMD,1.0,runtime/runs/eegconformer/fold-2/seed-0/checkpoints/mmd__lambda-1.00.pt,599433,fa9db0b1fcfd24a4a95532ae3bbbc10eac3de853f2a9b241328508f231888ad2
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,2,0,CORAL,0.01,runtime/runs/eegconformer/fold-2/seed-0/evaluation/coral__lambda-0.01/EVALUATION_COMPLETE.json,601,c80e1a756651bb2a5b459edf47ee32a88a823b26f95410679db3f0178759f80e
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegconformer,2,0,CORAL,0.01,runtime/runs/eegconformer/fold-2/seed-0/evaluation/coral__lambda-0.01/directions.csv,2165,a005cb4dac268a0dcbb456c8b0f9707c993aa512030a19579e76fe7b703ad98c
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegconformer,2,0,CORAL,0.01,runtime/runs/eegconformer/fold-2/seed-0/evaluation/coral__lambda-0.01/embeddings.npz,1742954,6d2e53598c15d43600f9d9c2cba3fd0a42b798a7917e0b59b6de7b17d5188382
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegconformer,2,0,CORAL,0.1,runtime/runs/eegconformer/fold-2/seed-0/evaluation/coral__lambda-0.10/EVALUATION_COMPLETE.json,613,7559acf477286eb60332fdcf18cf15628718db14d4a7e0dcfcab0ffa4825d4d4
